Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
Asia,14-27 days,250-500 GBP,0,1,1.0,4,5,6,VFF,0.25,0.1,0.15,0.5
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,6,VFF,0.0,0.0,0.19335326169321324,0.8066467383067868
North America,4-13 days,500-1000 GBP,2,1,1.0,4,5,2,Holiday,0.05,0.15,0.75,0.05
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,3,5,Holiday,0.30333333333333334,0.0,0.6466666666666667,0.05
Non-EU Europe,4-13 days,1000-5000 GBP,1,1,1.0,8,7,3,Holiday,0.1,0.0,0.9,0.0
North America,4-13 days,500-1000 GBP,0,1,1.0,2,3,5,VFF,0.4,0.0,0.425,0.175
EU,,500-1000 GBP,1,0,1.0,7,4,4,Business or Work,0.8634615384615385,0.0,0.1326923076923077,0.0038461538461538464
EU,,0-250 GBP,1,0,1.0,6,6,6,Business or Work,0.6657563882196236,0.0626698709786945,0.27157374080168195,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,2,5,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,500-1000 GBP,0,0,1.0,8,4,5,VFF,0.0,0.05,0.1,0.85
EU,4-13 days,0-250 GBP,0,1,5.0,2,6,2,Holiday,0.05,0.025,0.6083333333333333,0.31666666666666665
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,7,1,Holiday,0.06666666666666667,0.0,0.9333333333333332,0.0
Asia,4-13 days,500-1000 GBP,0,0,1.0,5,1,3,VFF,0.0,0.0,0.05,0.95
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,7,7,Holiday,0.05,0.3608333333333333,0.5891666666666666,0.0
EU,,0-250 GBP,0,1,5.0,6,3,3,Business or Work,0.9333333333333332,0.05,0.016666666666666666,0.0
Non-EU Europe,1-3 days,500-1000 GBP,1,0,1.0,5,1,6,Business or Work,0.05,0.0,0.95,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,7,6,7,Holiday,0.2583333333333333,0.0,0.325,0.41666666666666663
Asia,1-3 months,1000-5000 GBP,0,0,1.0,4,2,2,Business or Work,0.45,0.0,0.1,0.45
North America,4-13 days,500-1000 GBP,0,0,1.0,6,7,5,VFF,0.0,0.0,0.45,0.55
EU,1-3 days,0-250 GBP,0,1,1.0,4,1,6,VFF,0.0,0.0,0.26261904761904764,0.7373809523809525
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,4,1,Holiday,0.7875000000000001,0.0,0.2125,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,7,6,3,Business or Work,0.5325,0.0,0.46749999999999997,0.0
EU,,500-1000 GBP,1,0,1.0,6,6,6,Business or Work,0.5375,0.0,0.4625,0.0
EU,4-13 days,500-1000 GBP,1,0,5.0,7,2,1,Holiday,0.0,0.0,0.9,0.1
EU,1-3 days,250-500 GBP,0,1,5.0,3,1,6,Holiday,0.0,0.0,0.95,0.05
Not disclosed,4-13 days,1000-5000 GBP,1,1,1.0,4,2,6,Holiday,0.20547619047619045,0.0,0.7945238095238095,0.0
"Australia, NZ and Oceania",4-13 days,more than 5000 GBP,1,1,1.0,7,7,1,Business or Work,0.15,0.0,0.65,0.2
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,2,1,1.0,6,5,3,Holiday,0.0,0.0,0.5833333333333334,0.4166666666666667
EU,4-13 days,500-1000 GBP,2,1,1.0,5,7,4,Holiday,0.05,0.05,0.8,0.1
EU,,250-500 GBP,0,1,5.0,5,7,7,Business or Work,0.7,0.0,0.2,0.1
EU,1-3 days,500-1000 GBP,1,1,5.0,5,5,3,Holiday,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,3,2,VFF,0.0,0.0,0.65,0.35
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,1,5,Holiday,0.4708333333333334,0.0,0.5291666666666667,0.0
Africa,4-13 days,500-1000 GBP,0,1,1.0,4,2,3,VFF,0.2,0.0,0.35,0.45
North America,4-13 days,500-1000 GBP,0,0,1.0,5,6,3,Holiday,0.6683333333333333,0.0,0.25833333333333336,0.07333333333333333
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,5,4,VFF,0.016666666666666666,0.0,0.9833333333333332,0.0
Asia,14-27 days,1000-5000 GBP,0,0,1.0,6,4,5,VFF,0.05,0.0,0.4341666666666667,0.5158333333333334
EU,,250-500 GBP,1,0,1.0,7,4,4,Business or Work,0.6167948717948718,0.0,0.37935897435897437,0.0038461538461538464
North America,4-13 days,500-1000 GBP,1,0,1.0,8,7,1,VFF,0.05,0.0,0.45,0.5
Asia,14-27 days,1000-5000 GBP,1,0,1.0,5,3,4,Holiday,0.15,0.05,0.8,0.0
EU,1-3 days,1000-5000 GBP,1,0,1.0,2,1,6,Education and Other,0.05,0.0,0.9055555555555556,0.04444444444444444
North America,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.0,0.0,0.75,0.25
Asia,4-13 days,250-500 GBP,0,0,1.0,6,7,4,Holiday,0.0,0.0,0.205,0.795
UK,4-13 days,0-250 GBP,0,0,1.0,6,6,3,VFF,0.0,0.0,0.4044642857142858,0.5955357142857143
North America,4-13 days,250-500 GBP,2,1,5.0,7,4,1,Holiday,0.0,0.0,0.8,0.2
Africa,4-13 days,1000-5000 GBP,1,1,1.0,7,6,3,Business or Work,0.5,0.21666666666666665,0.1,0.18333333333333332
EU,1-3 days,500-1000 GBP,0,1,5.0,3,7,5,VFF,0.15,0.1,0.3,0.45
UK,4-13 days,0-250 GBP,0,0,1.0,6,3,2,VFF,0.025,0.0,0.043333333333333335,0.9316666666666666
EU,,0-250 GBP,0,1,5.0,4,1,1,Business or Work,0.0,0.0,0.2547664835164835,0.7452335164835164
"Australia, NZ and Oceania",1-3 days,500-1000 GBP,1,0,1.0,5,7,6,Holiday,0.5,0.0,0.2533333333333333,0.24666666666666667
EU,1-3 days,500-1000 GBP,1,1,1.0,4,1,7,Holiday,0.28920634920634913,0.0,0.4133928571428571,0.2974007936507937
EU,1-3 days,250-500 GBP,1,0,1.0,7,2,7,Holiday,0.0,0.0,0.5166666666666666,0.4833333333333333
Non-EU Europe,4-13 days,500-1000 GBP,2,0,1.0,6,7,1,Holiday,0.08333333333333333,0.0,0.8666666666666668,0.05
EU,4-13 days,0-250 GBP,0,1,1.0,4,2,6,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,,250-500 GBP,1,1,1.0,6,3,3,VFF,1.0,0.0,0.0,0.0
EU,,250-500 GBP,1,1,1.0,4,6,6,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,6,4,7,Business or Work,0.05,0.0,0.7,0.25
EU,1-3 days,,0,0,5.0,5,4,2,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,6,5,1,Holiday,0.175,0.0,0.09166666666666666,0.7333333333333333
EU,1-3 days,500-1000 GBP,1,0,1.0,6,6,4,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,1,4,Holiday,0.3495833333333333,0.0,0.6379166666666667,0.0125
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,6,1,Holiday,0.47916666666666663,0.0,0.5208333333333333,0.0
EU,1-3 days,250-500 GBP,2,0,1.0,3,5,3,Holiday,0.21999999999999997,0.0,0.7100000000000001,0.06999999999999999
Asia,4-13 days,more than 5000 GBP,1,1,1.0,4,6,3,Holiday,0.25,0.3,0.45,0.0
UK,4-13 days,1000-5000 GBP,1,0,1.0,5,3,6,Business or Work,0.25,0.15,0.45,0.15
Asia,1-3 days,1000-5000 GBP,1,1,1.0,6,1,6,Holiday,0.09791666666666667,0.0,0.5520833333333334,0.35
North America,1-3 days,500-1000 GBP,1,0,1.0,6,4,2,Business or Work,1.0,0.0,0.0,0.0
UK,4-13 days,0-250 GBP,1,0,5.0,6,7,3,Business or Work,0.15,0.1,0.35,0.4
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,3,Business or Work,0.8868039585636842,0.0,0.06575470280418794,0.04744133863212811
EU,1-3 days,0-250 GBP,1,0,1.0,5,2,7,Holiday,0.2766883116883117,0.0,0.7233116883116882,0.0
North America,,250-500 GBP,1,0,1.0,7,2,2,Holiday,0.5,0.0,0.475,0.025
Asia,1-3 days,1000-5000 GBP,1,1,1.0,5,5,3,Holiday,0.5854151404151404,0.0,0.2808577533577533,0.13372710622710623
EU,1-3 days,0-250 GBP,1,0,1.0,4,1,7,Business or Work,0.0,0.0,0.8875504986163385,0.11244950138366142
Asia,1-3 months,1000-5000 GBP,0,0,1.0,7,6,6,VFF,0.1,0.05,0.05,0.8
EU,4-13 days,250-500 GBP,1,0,1.0,5,4,1,Holiday,0.25,0.05,0.419047619047619,0.28095238095238095
EU,4-13 days,0-250 GBP,0,0,1.0,4,2,6,VFF,0.0,0.0,0.21086924132387855,0.7891307586761215
North America,4-13 days,500-1000 GBP,1,1,1.0,5,3,7,Holiday,0.0,0.0,0.8020833333333334,0.19791666666666666
EU,4-13 days,0-250 GBP,1,0,1.0,4,5,1,Holiday,0.5266666666666666,0.0,0.47333333333333333,0.0
EU,,0-250 GBP,0,1,5.0,5,3,3,Business or Work,0.8166666666666667,0.05,0.13333333333333336,0.0
North America,,500-1000 GBP,1,1,1.0,5,5,5,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.42948398823398815,0.5705160117660117
North America,14-27 days,1000-5000 GBP,0,0,1.0,7,1,2,VFF,0.05,0.05,0.25,0.65
EU,,1000-5000 GBP,2,1,5.0,5,7,7,Business or Work,0.25,0.05,0.5166666666666666,0.18333333333333332
UK,4-13 days,250-500 GBP,0,0,1.0,4,1,2,VFF,0.05,0.0,0.0,0.95
North America,4-13 days,250-500 GBP,1,1,1.0,6,5,2,Holiday,0.2208333333333333,0.0,0.7791666666666667,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,6,5,Business or Work,0.48500000000000004,0.0,0.5149999999999999,0.0
South America,4-13 days,500-1000 GBP,1,1,1.0,7,4,1,Holiday,0.2783333333333333,0.0,0.7216666666666666,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,6,3,1,VFF,0.0,0.0,0.8400000000000001,0.16
Africa,4-13 days,1000-5000 GBP,1,1,1.0,6,6,3,Business or Work,0.8696428571428572,0.0,0.03392857142857143,0.09642857142857143
Asia,4-13 days,250-500 GBP,1,1,1.0,4,2,6,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,500-1000 GBP,2,0,5.0,7,2,7,Holiday,0.0,0.0,0.45,0.55
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,7,4,Business or Work,0.925,0.0,0.075,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,7,6,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",1-3 days,250-500 GBP,1,0,1.0,8,5,4,Business or Work,0.45,0.0,0.385,0.16499999999999998
Africa,4-13 days,1000-5000 GBP,1,1,1.0,6,5,2,Business or Work,0.6762499999999999,0.0,0.29874999999999996,0.025
Asia,4-13 days,500-1000 GBP,0,1,1.0,7,1,2,VFF,0.0,0.0,0.15,0.85
EU,4-13 days,0-250 GBP,2,0,5.0,5,5,1,Business or Work,0.4,0.0,0.55,0.05
EU,1-3 days,1000-5000 GBP,1,0,1.0,4,7,5,Business or Work,0.85,0.0125,0.1375,0.0
Asia,4-13 days,250-500 GBP,1,1,5.0,5,4,1,Holiday,0.03333333333333333,0.0,0.8166666666666667,0.15
Asia,1-3 days,,0,0,5.0,8,3,2,Business or Work,0.45,0.0,0.15,0.4
EU,4-13 days,250-500 GBP,2,1,1.0,6,6,6,Holiday,0.0625,0.025,0.9125,0.0
Asia,4-13 days,0-250 GBP,1,1,1.0,4,7,1,Holiday,0.4456888944388945,0.0,0.4543111055611056,0.1
Asia,4-13 days,1000-5000 GBP,2,1,1.0,6,3,5,Holiday,0.0,0.0,0.85,0.15
UK,4-13 days,0-250 GBP,0,0,1.0,4,5,6,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,0,0,1.0,3,2,7,Holiday,0.0,0.05,0.05017857142857143,0.8998214285714287
EU,1-3 days,0-250 GBP,0,0,1.0,2,2,7,VFF,0.0,0.0,0.06043907481407481,0.9395609251859252
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,VFF,0.15960060841898677,0.0,0.7357464823436294,0.1046529092373838
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,8,3,6,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,500-1000 GBP,0,0,1.0,8,3,5,VFF,0.0,0.0,0.05,0.95
Asia,1-3 days,1000-5000 GBP,1,0,1.0,5,7,5,Education and Other,0.7833333333333333,0.0,0.16666666666666669,0.05
EU,,250-500 GBP,2,0,1.0,4,2,2,Holiday,0.05,0.05,0.85,0.05
EU,1-3 days,250-500 GBP,1,0,1.0,7,6,5,Business or Work,0.5638888888888889,0.0,0.4305555555555555,0.005555555555555555
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,6,2,Business or Work,0.8418632756132757,0.0,0.15813672438672438,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,8,6,7,Business or Work,0.12916666666666668,0.0,0.22083333333333335,0.65
EU,4-13 days,250-500 GBP,0,1,5.0,6,1,5,VFF,0.05,0.0,0.4,0.55
North America,4-13 days,250-500 GBP,1,0,1.0,3,3,4,Holiday,0.15,0.0,0.7,0.15
EU,4-13 days,500-1000 GBP,1,0,1.0,6,4,2,Business or Work,0.075,0.0,0.875,0.05
EU,4-13 days,1000-5000 GBP,1,0,1.0,6,1,4,Business or Work,0.05,0.0,0.2,0.75
"Australia, NZ and Oceania",14-27 days,250-500 GBP,0,0,1.0,5,5,7,VFF,0.05,0.0,0.05,0.9
EU,4-13 days,250-500 GBP,0,0,1.0,3,2,5,VFF,0.35,0.0,0.3,0.35
North America,4-13 days,500-1000 GBP,1,0,1.0,6,4,1,VFF,0.29083333333333333,0.0,0.3408333333333334,0.36833333333333335
North America,4-13 days,500-1000 GBP,2,1,1.0,4,5,6,Holiday,0.0,0.0,0.9,0.1
UK,4-13 days,1000-5000 GBP,1,1,1.0,6,5,1,VFF,1.0,0.0,0.0,0.0
UK,4-13 days,250-500 GBP,0,0,1.0,6,5,2,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.19077380952380954,0.8092261904761905
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,1,4,Business or Work,0.8733333333333333,0.0,0.12666666666666665,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,5,5,6,VFF,0.16666666666666666,0.0,0.4833333333333333,0.35
EU,4-13 days,0-250 GBP,0,0,5.0,2,7,4,VFF,0.2,0.05,0.6,0.15
EU,4-13 days,500-1000 GBP,1,0,1.0,5,6,3,Business or Work,0.9156296971002854,0.0,0.08437030289971467,0.0
Non-EU Europe,4-13 days,250-500 GBP,2,1,5.0,3,7,3,Holiday,0.15,0.05,0.75,0.05
EU,,,0,0,5.0,4,1,1,Business or Work,0.85,0.0,0.0,0.15
EU,4-13 days,500-1000 GBP,1,0,1.0,4,2,4,VFF,0.15,0.0,0.85,0.0
UK,14-27 days,250-500 GBP,0,0,1.0,6,6,7,VFF,0.1,0.0,0.0375,0.8625
EU,4-13 days,500-1000 GBP,1,1,5.0,6,6,1,Holiday,0.05,0.0,0.9,0.05
EU,1-3 days,0-250 GBP,0,0,5.0,6,5,3,Business or Work,0.6820833333333333,0.0,0.0,0.31791666666666674
North America,1-3 days,0-250 GBP,0,0,1.0,6,1,6,VFF,0.0,0.0,0.0,1.0
Asia,1-3 days,0-250 GBP,0,0,1.0,2,3,1,Holiday,0.0,0.4408333333333333,0.3,0.25916666666666666
UK,1-3 months,0-250 GBP,0,1,1.0,8,6,4,VFF,0.1,0.0,0.05,0.85
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,7,2,Business or Work,0.3,0.0,0.7,0.0
Africa,4-13 days,0-250 GBP,0,0,1.0,4,5,6,VFF,0.0,0.0,0.65,0.35
EU,,0-250 GBP,1,1,5.0,4,4,4,Holiday,0.05,0.0,0.95,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,2,7,2,Holiday,0.4367857142857143,0.29928571428571427,0.0,0.2639285714285714
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,2,3,Holiday,0.31020202020202026,0.0,0.6897979797979797,0.0
EU,4-13 days,250-500 GBP,0,1,5.0,5,1,1,Holiday,0.05,0.0,0.45,0.5
EU,1-3 days,0-250 GBP,0,0,5.0,5,2,7,Business or Work,0.20710317460317462,0.0,0.08375000000000002,0.7091468253968254
Asia,1-3 days,1000-5000 GBP,1,1,1.0,7,6,4,Business or Work,0.5958333333333333,0.0,0.4041666666666666,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.028961161251332697,0.0,0.17104448485280574,0.7999943538958616
EU,,250-500 GBP,1,0,1.0,6,4,4,Business or Work,0.4809490509490509,0.0,0.36523851148851144,0.1538124375624376
EU,4-13 days,0-250 GBP,0,0,1.0,7,2,6,VFF,0.300247113997114,0.0,0.10204725829725829,0.5977056277056276
EU,4-13 days,500-1000 GBP,1,1,1.0,6,1,5,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,6,1,4,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,1000-5000 GBP,1,0,1.0,7,4,2,Holiday,0.2,0.0,0.35,0.45
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,6,6,Business or Work,0.25,0.0,0.75,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,6,7,6,Business or Work,0.30999999999999994,0.0,0.13999999999999999,0.55
EU,1-3 days,250-500 GBP,1,1,1.0,4,1,7,Holiday,0.0,0.0,1.0,0.0
Asia,14-27 days,1000-5000 GBP,0,0,1.0,5,3,4,VFF,0.1125,0.65,0.05,0.1875
UK,4-13 days,0-250 GBP,0,0,1.0,8,4,5,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,250-500 GBP,2,0,1.0,4,1,7,Holiday,0.06666666666666667,0.03333333333333333,0.7166666666666667,0.18333333333333332
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,2,0,1.0,8,3,7,Holiday,0.05,0.0,0.2,0.75
Asia,4-13 days,1000-5000 GBP,0,0,1.0,7,1,3,VFF,0.05,0.0,0.15,0.8
EU,1-3 days,0-250 GBP,0,1,1.0,4,1,6,VFF,0.0,0.0,0.26261904761904764,0.7373809523809525
EU,,0-250 GBP,1,0,1.0,7,2,2,VFF,0.3525,0.0,0.0975,0.55
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,5,6,4,Holiday,0.0,0.0,0.5,0.5
Africa,4-13 days,0-250 GBP,0,1,1.0,7,3,5,VFF,0.0,0.0,0.125,0.875
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Holiday,0.7374366471734893,0.0,0.2625633528265107,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,2,4,4,VFF,0.0,0.55,0.0,0.45
UK,14-27 days,1000-5000 GBP,0,0,1.0,2,3,7,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,0-250 GBP,1,0,5.0,7,3,2,VFF,0.05,0.05,0.775,0.125
Asia,4-13 days,0-250 GBP,0,0,1.0,4,1,2,VFF,0.0,0.0,0.7916666666666667,0.20833333333333334
EU,,0-250 GBP,1,0,1.0,6,3,3,Business or Work,0.8422829254079256,0.08846542346542348,0.0,0.06925165112665113
Africa,1-3 months,250-500 GBP,0,0,1.0,7,4,5,VFF,0.0,0.0,0.05,0.95
Asia,14-27 days,500-1000 GBP,0,1,1.0,5,4,5,VFF,0.1,0.0,0.25,0.65
UK,4-13 days,0-250 GBP,0,0,1.0,4,2,6,VFF,0.0,0.0,0.13247890997891,0.8675210900210901
North America,1-3 days,1000-5000 GBP,1,1,1.0,6,3,2,Business or Work,0.25,0.0,0.75,0.0
Africa,4-13 days,1000-5000 GBP,1,0,1.0,5,6,1,Business or Work,0.5,0.0,0.2,0.3
EU,4-13 days,0-250 GBP,0,1,1.0,2,5,7,Holiday,0.0,0.0,0.3708333333333333,0.6291666666666667
EU,1-3 days,0-250 GBP,0,1,1.0,2,1,7,VFF,0.0,0.0,0.3821825396825397,0.6178174603174603
North America,1-3 days,0-250 GBP,2,1,1.0,7,6,5,Business or Work,0.0,0.18583333333333335,0.8141666666666667,0.0
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,7,6,2,VFF,0.05,0.15,0.125,0.675
EU,4-13 days,500-1000 GBP,0,0,1.0,4,5,1,Holiday,0.0,0.0,0.3541666666666667,0.6458333333333334
EU,4-13 days,500-1000 GBP,1,1,5.0,4,3,6,Holiday,0.05,0.0,0.9,0.05
UK,4-13 days,250-500 GBP,0,0,1.0,7,2,5,VFF,0.0,0.05,0.01,0.9400000000000001
EU,1-3 days,250-500 GBP,1,0,1.0,2,1,7,Holiday,0.0,0.0,0.8197799422799423,0.18022005772005772
EU,,250-500 GBP,1,0,1.0,8,1,1,Holiday,0.05625,0.0,0.94375,0.0
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,0,0,1.0,8,6,1,VFF,0.0,0.0,0.15,0.85
Non-EU Europe,4-13 days,500-1000 GBP,1,1,1.0,6,7,2,VFF,0.05,0.0,0.95,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,4,7,1,Holiday,0.10845238095238097,0.0,0.8915476190476191,0.0
EU,4-13 days,250-500 GBP,0,1,1.0,4,2,5,VFF,0.0,0.0,0.1,0.9
Asia,1-3 days,0-250 GBP,2,1,1.0,2,4,2,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,4,7,3,VFF,0.0,0.25,0.4,0.35
North America,1-3 days,1000-5000 GBP,1,1,1.0,6,5,4,VFF,1.0,0.0,0.0,0.0
North America,4-13 days,500-1000 GBP,0,1,1.0,6,2,7,Holiday,0.0,0.0,0.25,0.75
Non-EU Europe,14-27 days,0-250 GBP,2,0,1.0,6,2,3,Business or Work,0.075,0.0,0.525,0.4
Asia,4-13 days,500-1000 GBP,0,0,1.0,6,2,7,VFF,0.0,0.0,0.37,0.63
EU,,250-500 GBP,1,1,1.0,6,6,6,Business or Work,0.99,0.0,0.01,0.0
EU,,250-500 GBP,1,1,1.0,5,4,4,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,4,2,6,Holiday,0.0,0.0,0.16999999999999998,0.8300000000000001
North America,4-13 days,500-1000 GBP,1,1,1.0,4,1,3,VFF,0.0,0.0,1.0,0.0
EU,,0-250 GBP,1,0,1.0,5,3,3,Business or Work,0.930531045751634,0.0,0.06946895424836601,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,1,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,0-250 GBP,0,0,1.0,4,7,4,VFF,0.0,0.0,0.016666666666666666,0.9833333333333332
Africa,1-3 days,500-1000 GBP,2,0,1.0,5,5,3,Business or Work,0.5833333333333333,0.05,0.11666666666666667,0.25
EU,4-13 days,0-250 GBP,1,0,5.0,6,5,1,Holiday,0.9,0.0,0.1,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,6,7,Holiday,0.85,0.05,0.05,0.05
North America,4-13 days,250-500 GBP,0,0,1.0,7,7,2,VFF,0.0,0.05,0.05,0.9
EU,,0-250 GBP,1,1,5.0,5,1,1,Holiday,0.0,0.13,0.5533333333333335,0.31666666666666665
EU,4-13 days,0-250 GBP,0,0,1.0,7,6,7,Education and Other,0.0,0.0,0.3827380952380952,0.6172619047619048
UK,14-27 days,0-250 GBP,1,0,5.0,8,7,5,Holiday,0.0,0.0,0.15,0.85
EU,4-13 days,0-250 GBP,1,1,1.0,6,7,4,Business or Work,0.7141666666666666,0.0,0.28583333333333333,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,5,1,7,VFF,0.0,0.0,0.09039599053337445,0.9096040094666256
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,3,Holiday,0.8868039585636842,0.0,0.06575470280418794,0.04744133863212811
Asia,4-13 days,1000-5000 GBP,2,0,1.0,6,7,2,Holiday,0.05,0.05,0.15,0.75
EU,1-3 days,500-1000 GBP,1,0,1.0,5,2,7,Holiday,0.2430555555555555,0.0,0.4686111111111111,0.2883333333333333
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,3,2,Business or Work,0.025,0.0,0.975,0.0
EU,4-13 days,0-250 GBP,2,1,1.0,2,1,7,Holiday,0.0,0.0,0.9,0.1
Asia,6-12 months,more than 5000 GBP,0,0,1.0,4,1,3,Education and Other,0.05,0.85,0.0,0.1
EU,4-13 days,500-1000 GBP,1,0,1.0,5,6,3,Business or Work,0.9156296971002854,0.0,0.08437030289971467,0.0
EU,1-3 days,1000-5000 GBP,1,1,5.0,3,5,4,Holiday,0.1,0.0,0.85,0.05
EU,4-13 days,0-250 GBP,0,1,1.0,7,7,3,Business or Work,0.0,0.1,0.15,0.75
EU,1-3 days,250-500 GBP,2,1,1.0,6,7,5,Holiday,0.0,0.05,0.95,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,4,1,7,Holiday,0.0,0.0,0.8875504986163385,0.11244950138366142
Asia,1-3 days,0-250 GBP,1,0,5.0,6,6,5,Holiday,0.5,0.0,0.5,0.0
UK,1-3 days,250-500 GBP,0,1,1.0,4,1,6,VFF,0.10972222222222223,0.05,0.15,0.6902777777777778
North America,1-3 days,0-250 GBP,0,0,1.0,5,4,2,VFF,0.0,0.0,0.45738095238095244,0.5426190476190476
Non-EU Europe,14-27 days,500-1000 GBP,2,0,1.0,4,6,7,Holiday,0.25,0.1,0.6,0.05
UK,4-13 days,250-500 GBP,0,0,1.0,6,4,5,VFF,0.025,0.0,0.03333333333333333,0.9416666666666668
"Australia, NZ and Oceania",4-13 days,0-250 GBP,1,1,1.0,5,1,2,VFF,0.5,0.0,0.5,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,2,2,5,VFF,0.0,0.15,0.3375,0.5125
EU,1-3 days,250-500 GBP,1,1,1.0,7,5,4,Business or Work,0.1625,0.0,0.7375,0.1
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,4,5,Holiday,0.1822619047619048,0.0,0.8177380952380953,0.0
EU,,250-500 GBP,1,0,1.0,5,4,4,VFF,0.3621626984126984,0.0,0.6378373015873015,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Business or Work,0.8728728323905484,0.0,0.1271271676094516,0.0
UK,1-3 months,0-250 GBP,0,1,1.0,7,6,6,VFF,0.15,0.1,0.1,0.65
EU,1-3 days,0-250 GBP,1,1,5.0,5,1,6,Holiday,0.0,0.0,0.9928571428571429,0.007142857142857143
Asia,3-6 months,0-250 GBP,0,0,1.0,2,5,2,Education and Other,0.0,0.45,0.1375,0.4125
EU,14-27 days,250-500 GBP,2,1,5.0,7,2,6,Holiday,0.05,0.0,0.65,0.3
North America,1-3 days,500-1000 GBP,1,0,1.0,4,1,6,Business or Work,0.030555555555555558,0.0,0.9152777777777779,0.05416666666666666
EU,4-13 days,1000-5000 GBP,1,1,5.0,7,6,3,Holiday,0.1,0.0,0.9,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,6,1,2,Holiday,0.1,0.0,0.9,0.0
