Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
UK,3-6 months,,2,0,1.0,8,6,4,VFF,0.1,0.05,0.35,0.5
North America,4-13 days,500-1000 GBP,0,1,1.0,8,4,2,Holiday,0.05,0.0,0.25,0.7
EU,1-3 days,0-250 GBP,0,0,1.0,5,3,2,VFF,0.0,0.0,0.03333333333333333,0.9666666666666666
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,4,7,Holiday,0.85,0.0,0.1,0.05
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.9166433981928537,0.0,0.05121709260944742,0.032139509197698854
Non-EU Europe,4-13 days,250-500 GBP,0,1,1.0,2,1,6,VFF,0.0,0.06666666666666667,0.6508333333333333,0.28250000000000003
EU,1-3 days,0-250 GBP,2,1,1.0,2,1,7,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,7,1,2,Education and Other,0.10333333333333335,0.0,0.73,0.16666666666666666
UK,,250-500 GBP,1,1,1.0,7,7,7,Business or Work,0.15,0.0,0.0,0.85
Asia,1-3 months,1000-5000 GBP,0,0,5.0,5,2,4,Holiday,0.25,0.05,0.6,0.1
EU,1-3 days,1000-5000 GBP,1,0,1.0,7,1,6,Holiday,0.05833333333333333,0.0,0.4866666666666667,0.45500000000000007
North America,1-3 days,250-500 GBP,1,0,1.0,6,4,3,Business or Work,1.0,0.0,0.0,0.0
Africa,4-13 days,500-1000 GBP,0,0,1.0,6,5,3,VFF,0.25,0.0,0.0,0.75
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Business or Work,0.9137770562770564,0.0,0.08622294372294372,0.0
EU,4-13 days,250-500 GBP,0,0,5.0,7,2,6,VFF,0.05,0.0,0.9,0.05
EU,4-13 days,250-500 GBP,1,0,1.0,5,6,3,Business or Work,0.8565575396825397,0.0,0.1434424603174603,0.0
North America,1-3 days,500-1000 GBP,2,1,1.0,8,6,4,Holiday,0.33333333333333337,0.0,0.6166666666666667,0.05
EU,1-3 days,500-1000 GBP,1,0,1.0,7,2,7,Holiday,0.02722222222222222,0.0,0.2834126984126984,0.6893650793650793
North America,1-3 months,500-1000 GBP,2,1,1.0,6,6,2,Holiday,0.3,0.0,0.7,0.0
North America,4-13 days,1000-5000 GBP,1,1,5.0,7,7,3,Holiday,0.3,0.0,0.65,0.05
EU,1-3 days,500-1000 GBP,1,0,1.0,2,2,7,Holiday,0.0,0.0,0.7035082972582973,0.2964917027417027
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,5,VFF,0.0,0.07487580293299143,0.2856960760975636,0.6394281209694449
EU,1-3 days,0-250 GBP,1,0,1.0,5,1,7,Holiday,0.0,0.0,0.5874007936507937,0.41259920634920644
EU,4-13 days,500-1000 GBP,1,0,1.0,4,5,6,Holiday,0.3375,0.0,0.4875,0.175
EU,1-3 days,250-500 GBP,1,0,1.0,6,1,6,Holiday,0.12866193447075797,0.13249204227145403,0.624230965113318,0.1146150581444699
EU,4-13 days,0-250 GBP,0,0,1.0,4,7,4,VFF,0.0,0.0,0.0,1.0
UK,1-3 days,0-250 GBP,0,0,1.0,6,5,3,Business or Work,0.0,0.0,0.125,0.875
EU,4-13 days,1000-5000 GBP,1,0,5.0,5,7,4,Holiday,0.4,0.0,0.6,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,3,6,VFF,0.0,0.0,0.12267857142857144,0.8773214285714287
EU,1-3 days,0-250 GBP,0,0,1.0,7,1,7,VFF,0.0,0.06432756040492613,0.22887632259755017,0.7067961169975236
Non-EU Europe,1-3 days,500-1000 GBP,1,1,1.0,8,7,6,Business or Work,0.2333333333333333,0.016666666666666666,0.65,0.1
EU,4-13 days,250-500 GBP,0,0,1.0,7,6,2,VFF,0.0,0.67,0.03777777777777778,0.29222222222222227
EU,4-13 days,0-250 GBP,1,1,5.0,5,4,7,Holiday,0.75,0.0,0.2,0.05
"Australia, NZ and Oceania",14-27 days,250-500 GBP,0,0,5.0,5,3,5,VFF,0.05,0.0,0.4166666666666667,0.5333333333333333
EU,,250-500 GBP,1,1,1.0,6,5,5,Business or Work,0.6833319458319458,0.0,0.31666805416805416,0.0
Asia,4-13 days,1000-5000 GBP,2,0,1.0,4,4,1,Holiday,0.2125,0.1625,0.6,0.025
Asia,4-13 days,250-500 GBP,1,1,1.0,5,6,6,Business or Work,0.06666666666666667,0.0,0.7833333333333334,0.15
Asia,14-27 days,1000-5000 GBP,2,0,1.0,2,4,1,Education and Other,0.1,0.6,0.3,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,6,2,7,Holiday,0.05746797735574825,0.0,0.8278539965652968,0.11467802607895487
"Australia, NZ and Oceania",1-3 days,0-250 GBP,0,0,1.0,7,2,1,Holiday,0.06468253968253969,0.0,0.36569444444444443,0.569623015873016
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,3,3,Business or Work,0.6,0.1,0.25,0.05
EU,4-13 days,0-250 GBP,0,1,1.0,5,5,1,VFF,0.15,0.0,0.05833333333333333,0.7916666666666666
EU,,0-250 GBP,1,1,5.0,6,1,1,Holiday,0.0,0.0,1.0,0.0
EU,14-27 days,0-250 GBP,1,0,1.0,7,2,3,Business or Work,0.25,0.0,0.25,0.5
EU,14-27 days,250-500 GBP,0,0,1.0,4,1,6,VFF,0.00625,0.1,0.28260869565217395,0.6111413043478261
EU,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Business or Work,0.9642434929050173,0.0,0.035756507094982584,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,5,1,7,VFF,0.0,0.0,0.13614903070785422,0.8638509692921458
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Business or Work,0.9137770562770564,0.0,0.08622294372294372,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,5,4,Business or Work,1.0,0.0,0.0,0.0
North America,1-3 days,250-500 GBP,0,0,1.0,4,4,2,Holiday,0.35,0.05,0.1919047619047619,0.40809523809523807
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,1,5,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,0,0,5.0,2,6,3,Holiday,0.3,0.08714285714285715,0.48285714285714293,0.13
EU,1-3 days,250-500 GBP,1,0,1.0,6,5,4,Business or Work,0.9648693789856532,0.0,0.03513062101434684,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,7,5,VFF,0.125,0.0,0.275,0.6
EU,1-3 days,0-250 GBP,0,0,5.0,5,1,7,Business or Work,0.0,0.0,0.13614903070785422,0.8638509692921458
EU,1-3 days,0-250 GBP,0,0,5.0,6,5,4,Business or Work,0.7385347985347986,0.09662698412698413,0.16483821733821735,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,8,2,2,Holiday,0.0,0.0,0.9,0.1
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,5,1,Business or Work,0.325,0.025,0.65,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,7,4,1,VFF,0.35,0.0,0.175,0.475
EU,1-3 days,1000-5000 GBP,1,1,1.0,8,6,4,Holiday,0.3,0.0,0.7,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,7,5,5,Holiday,0.2,0.0,0.75,0.05
Asia,4-13 days,500-1000 GBP,0,0,1.0,6,2,7,VFF,0.0,0.09166666666666666,0.1,0.8083333333333332
EU,1-3 days,0-250 GBP,0,0,1.0,5,3,2,VFF,0.0,0.0,0.03333333333333333,0.9666666666666666
North America,4-13 days,0-250 GBP,0,1,1.0,2,7,1,Holiday,0.1,0.27,0.30000000000000004,0.32999999999999996
EU,1-3 days,0-250 GBP,0,0,1.0,7,2,7,VFF,0.0,0.0,0.18163341348439874,0.818366586515601
North America,4-13 days,1000-5000 GBP,0,0,1.0,4,2,3,Holiday,0.13333333333333336,0.05,0.575,0.2416666666666667
UK,14-27 days,500-1000 GBP,0,0,1.0,5,2,3,VFF,0.0,0.0,0.0,1.0
Africa,1-3 days,1000-5000 GBP,0,1,1.0,6,7,5,Holiday,0.05,0.0,0.6799999999999999,0.27
North America,14-27 days,0-250 GBP,0,0,1.0,6,3,1,Holiday,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,1,1.0,4,5,5,Holiday,0.075,0.0,0.325,0.6
Asia,4-13 days,250-500 GBP,0,0,5.0,7,5,2,Holiday,0.05,0.0,0.6,0.35
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,2,0,1.0,4,3,6,VFF,0.1075,0.0,0.8425,0.05
EU,4-13 days,1000-5000 GBP,2,0,5.0,6,4,2,Holiday,0.15,0.0,0.5,0.35
North America,4-13 days,1000-5000 GBP,2,1,1.0,6,6,3,Holiday,0.5833333333333334,0.0,0.4111111111111111,0.005555555555555555
EU,1-3 days,500-1000 GBP,1,0,1.0,4,4,2,Business or Work,0.8785714285714287,0.0,0.12142857142857141,0.0
Asia,4-13 days,500-1000 GBP,0,0,1.0,2,6,4,VFF,0.05,0.15,0.425,0.375
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.06345066776763832,0.0,0.843642774139268,0.09290655809309384
UK,1-3 days,0-250 GBP,0,0,1.0,6,1,6,VFF,0.0,0.0,0.017857142857142856,0.9821428571428571
EU,4-13 days,250-500 GBP,1,0,1.0,5,1,5,Holiday,0.0,0.14582070707070707,0.854179292929293,0.0
UK,4-13 days,1000-5000 GBP,0,0,1.0,7,3,1,VFF,0.05,0.0,0.05,0.9
North America,1-3 days,0-250 GBP,2,1,1.0,6,4,2,Business or Work,0.375,0.0,0.625,0.0
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,8,4,2,Holiday,0.35,0.0,0.4,0.25
EU,1-3 days,500-1000 GBP,1,1,1.0,4,1,7,Holiday,0.13327561327561327,0.0,0.8667243867243869,0.0
EU,1-3 days,0-250 GBP,1,0,5.0,5,5,3,Holiday,0.7166666666666666,0.0,0.2833333333333333,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,4,2,Business or Work,0.5333333333333332,0.0,0.2666666666666666,0.2
Africa,,0-250 GBP,1,0,1.0,5,6,6,Business or Work,0.2834841628959276,0.0,0.7126696832579185,0.0038461538461538464
EU,4-13 days,250-500 GBP,1,0,5.0,4,1,5,Holiday,0.25555555555555554,0.0,0.7333333333333333,0.01111111111111111
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,2,2,7,Holiday,0.0,0.0,1.0,0.0
Africa,,250-500 GBP,1,0,1.0,4,2,2,Business or Work,0.39999999999999997,0.4166666666666667,0.13333333333333333,0.05
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,2,Holiday,0.4383333333333333,0.0,0.5616666666666666,0.0
EU,1-3 days,250-500 GBP,1,0,5.0,6,6,5,VFF,0.388452380952381,0.0,0.611547619047619,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,4,5,2,Business or Work,0.9666666666666668,0.0,0.01111111111111111,0.02222222222222222
EU,,,0,0,5.0,6,2,2,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,2,0,5.0,6,7,6,Business or Work,0.16666666666666666,0.05,0.7333333333333334,0.05
EU,4-13 days,500-1000 GBP,1,1,1.0,6,2,5,Holiday,0.0,0.0,1.0,0.0
EU,,250-500 GBP,1,1,1.0,7,1,1,VFF,0.0,0.0,0.6952380952380952,0.3047619047619047
EU,1-3 days,,0,0,5.0,5,3,1,Business or Work,1.0,0.0,0.0,0.0
Africa,4-13 days,250-500 GBP,1,0,1.0,5,7,1,Business or Work,0.35666666666666663,0.14333333333333334,0.15,0.35
North America,1-3 days,500-1000 GBP,1,1,1.0,4,1,6,Holiday,0.1,0.0,0.9,0.0
EU,1-3 days,,0,0,5.0,6,4,3,Business or Work,1.0,0.0,0.0,0.0
Non-EU Europe,,0-250 GBP,1,0,1.0,6,1,1,Holiday,0.05,0.3,0.5201118326118326,0.12988816738816739
EU,1-3 days,,0,0,5.0,4,4,3,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,2,2,Holiday,0.0,0.42319444444444443,0.5768055555555556,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,5,7,2,Business or Work,0.5833333333333334,0.0,0.3666666666666667,0.05
EU,4-13 days,500-1000 GBP,0,0,1.0,6,3,6,Holiday,0.0,0.0,1.0,0.0
North America,1-3 days,1000-5000 GBP,1,1,1.0,7,4,3,Business or Work,0.8187698412698413,0.0,0.0,0.18123015873015874
EU,1-3 days,250-500 GBP,1,0,1.0,6,3,2,Business or Work,0.05,0.21958333333333332,0.7304166666666666,0.0
EU,4-13 days,250-500 GBP,1,1,5.0,6,1,5,Holiday,0.0,0.0,0.9666666666666668,0.03333333333333333
South America,14-27 days,1000-5000 GBP,0,1,1.0,2,2,2,VFF,0.0,0.45,0.25,0.3
EU,,250-500 GBP,1,0,5.0,6,1,1,Holiday,0.4666666666666667,0.2833333333333333,0.20982142857142855,0.04017857142857143
EU,1-3 days,0-250 GBP,0,1,1.0,7,2,7,VFF,0.0,0.0,0.4006349206349206,0.5993650793650793
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,6,Holiday,0.3155194805194805,0.0,0.6844805194805195,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,5,6,3,Business or Work,0.8565575396825397,0.0,0.1434424603174603,0.0
North America,4-13 days,500-1000 GBP,0,1,1.0,4,6,7,VFF,0.3225,0.0,0.4625,0.215
EU,1-3 days,500-1000 GBP,0,0,1.0,5,6,4,Business or Work,0.8,0.0,0.2,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,4,1,5,Holiday,0.0,0.0,0.6434848484848485,0.3565151515151515
EU,1-3 days,0-250 GBP,1,1,5.0,5,1,7,Holiday,0.09427250445632798,0.0,0.836601678550208,0.06912581699346407
Non-EU Europe,4-13 days,0-250 GBP,1,1,1.0,6,5,2,Holiday,0.325,0.0,0.425,0.25
Asia,4-13 days,250-500 GBP,1,1,1.0,6,4,1,Holiday,0.8,0.0,0.2,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,6,4,Holiday,0.0,0.0,0.5983333333333334,0.40166666666666667
EU,4-13 days,0-250 GBP,1,0,1.0,4,6,2,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,1,1,5.0,6,1,6,Business or Work,0.02,0.0,0.625,0.355
Asia,14-27 days,1000-5000 GBP,1,0,1.0,5,6,7,Holiday,0.35,0.05,0.6,0.0
EU,,0-250 GBP,1,1,1.0,5,7,7,Business or Work,0.7857142857142857,0.0,0.21428571428571427,0.0
EU,4-13 days,250-500 GBP,1,0,5.0,7,2,4,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,2,1,VFF,0.0,0.0,0.3642063492063492,0.6357936507936508
Non-EU Europe,1-3 days,250-500 GBP,0,0,1.0,6,2,1,Holiday,0.0,0.0,0.95,0.05
EU,4-13 days,250-500 GBP,1,0,1.0,6,7,1,VFF,0.05,0.0,0.05,0.9
North America,4-13 days,0-250 GBP,0,1,1.0,4,2,6,VFF,0.41666666666666663,0.0,0.0,0.5833333333333333
UK,14-27 days,1000-5000 GBP,0,0,1.0,4,7,7,VFF,0.0,0.0,0.2,0.7999999999999999
EU,,0-250 GBP,0,0,1.0,6,2,2,Education and Other,0.1888095238095238,0.0,0.20107142857142857,0.6101190476190476
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,6,6,Holiday,0.15,0.0,0.15,0.7
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,6,1,Business or Work,1.0,0.0,0.0,0.0
"Australia, NZ and Oceania",1-3 months,0-250 GBP,0,0,1.0,7,1,5,VFF,0.0,0.0,0.0,1.0
UK,14-27 days,0-250 GBP,0,1,1.0,5,1,2,Holiday,0.0,0.0,0.0,1.0
UK,14-27 days,1000-5000 GBP,0,0,1.0,8,4,4,VFF,0.1,0.0,0.0,0.9
EU,4-13 days,250-500 GBP,0,0,1.0,4,7,1,VFF,0.0,0.24359668109668106,0.2946103896103896,0.46179292929292937
EU,4-13 days,0-250 GBP,0,1,1.0,4,3,7,VFF,0.0,0.0,0.3822619047619047,0.6177380952380952
EU,1-3 days,0-250 GBP,0,0,5.0,6,7,5,Business or Work,1.0,0.0,0.0,0.0
EU,,0-250 GBP,1,0,1.0,5,4,4,Business or Work,0.8846893020486023,0.0,0.08877439520682014,0.02653630274457764
EU,4-13 days,0-250 GBP,1,1,1.0,2,1,5,VFF,0.0,0.0,0.8407738095238096,0.15922619047619047
EU,1-3 days,250-500 GBP,1,1,5.0,6,1,7,Holiday,0.0,0.0,1.0,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,4,6,Holiday,0.0,0.0,0.0,1.0
Africa,4-13 days,1000-5000 GBP,0,0,1.0,5,2,3,Business or Work,0.1,0.05,0.3,0.55
EU,,500-1000 GBP,1,1,1.0,7,5,5,Business or Work,0.925,0.0,0.075,0.0
North America,1-3 days,0-250 GBP,0,1,1.0,4,2,1,VFF,0.0,0.0,0.45166666666666666,0.5483333333333333
"Australia, NZ and Oceania",14-27 days,more than 5000 GBP,1,1,1.0,8,6,7,Holiday,0.0,0.05,0.3125,0.6375
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1,1,5.0,4,4,1,Holiday,0.1,0.0,0.85,0.05
Asia,1-3 days,0-250 GBP,0,1,1.0,5,6,4,VFF,0.0,0.05,0.8125,0.1375
North America,,250-500 GBP,1,0,1.0,4,5,5,Business or Work,0.9415581232492997,0.025,0.03344187675070028,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,8,5,6,VFF,0.0,0.075,0.0,0.925
UK,14-27 days,0-250 GBP,0,0,1.0,2,5,6,VFF,0.058333333333333334,0.008333333333333333,0.05,0.8833333333333332
EU,,0-250 GBP,0,0,5.0,5,5,5,Business or Work,0.6535968210888287,0.0673138833672721,0.27908929554389916,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,5,3,4,VFF,0.125,0.0,0.0,0.875
EU,1-3 days,500-1000 GBP,1,0,1.0,4,7,6,Holiday,0.025,0.0,0.875,0.1
EU,14-27 days,0-250 GBP,0,0,5.0,5,1,6,Holiday,0.127014652014652,0.0,0.4323748473748473,0.44061050061050056
EU,4-13 days,500-1000 GBP,0,1,1.0,2,6,3,VFF,0.05,0.05,0.85,0.05
EU,,250-500 GBP,1,1,5.0,5,7,7,Holiday,0.075,0.1,0.825,0.0
North America,4-13 days,250-500 GBP,1,1,1.0,4,7,2,Holiday,0.42321428571428577,0.0,0.5767857142857142,0.0
Asia,4-13 days,more than 5000 GBP,1,1,1.0,6,5,2,Business or Work,0.5541666666666667,0.0,0.4458333333333333,0.0
Asia,4-13 days,500-1000 GBP,1,0,1.0,4,1,4,Holiday,0.6533333333333333,0.34666666666666673,0.0,0.0
EU,1-3 days,1000-5000 GBP,1,1,1.0,7,1,7,Holiday,0.06,0.0,0.9400000000000001,0.0
Non-EU Europe,,500-1000 GBP,1,1,1.0,5,4,4,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,1,1,1.0,2,5,3,Holiday,0.01875,0.0,0.98125,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,7,4,6,Holiday,0.1,0.0,0.8,0.1
Asia,4-13 days,250-500 GBP,0,0,1.0,4,5,2,Holiday,0.0,0.0,0.1875,0.8125
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,5,2,Business or Work,0.9583333333333333,0.0,0.029166666666666664,0.0125
Asia,4-13 days,250-500 GBP,1,0,1.0,5,5,2,Business or Work,0.19333333333333333,0.05,0.0,0.7566666666666667
EU,1-3 days,250-500 GBP,1,0,1.0,5,7,5,Holiday,0.20256340881340887,0.0,0.5886127761127761,0.2088238150738151
UK,4-13 days,0-250 GBP,0,0,1.0,7,2,4,Business or Work,0.0,0.0,0.025,0.975
EU,4-13 days,500-1000 GBP,0,0,1.0,7,1,5,VFF,0.0,0.0,0.27416666666666667,0.7258333333333333
EU,1-3 days,250-500 GBP,1,0,1.0,6,2,1,Holiday,0.21775793650793646,0.0,0.7822420634920635,0.0
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,7,5,6,VFF,0.05833333333333333,0.0,0.15513888888888888,0.7865277777777778
UK,1-3 months,0-250 GBP,0,0,1.0,8,3,7,VFF,0.0,0.0,0.38333333333333336,0.6166666666666667
EU,4-13 days,250-500 GBP,1,0,1.0,7,2,5,Holiday,0.05,0.0,0.39916666666666667,0.5508333333333334
Asia,1-3 months,0-250 GBP,0,1,1.0,5,2,5,VFF,0.0,0.0,0.11666666666666667,0.8833333333333332
North America,4-13 days,250-500 GBP,0,0,1.0,2,1,4,VFF,0.0,0.0,0.25,0.75
UK,1-3 days,500-1000 GBP,0,0,1.0,4,6,4,Holiday,0.25,0.06333333333333332,0.25,0.43666666666666665
EU,1-3 days,0-250 GBP,1,0,1.0,2,5,4,Education and Other,0.16583333333333333,0.17333333333333334,0.421780303030303,0.23905303030303032
EU,,250-500 GBP,0,0,1.0,5,5,5,Business or Work,0.8737842712842714,0.0,0.1262157287157287,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,1,VFF,0.0,0.0,0.5125,0.48749999999999993
EU,4-13 days,0-250 GBP,0,0,5.0,4,2,5,Business or Work,0.32456349206349205,0.0,0.17746031746031746,0.4979761904761905
Asia,1-3 days,0-250 GBP,1,0,1.0,6,2,7,Holiday,0.2333333333333333,0.0,0.584047619047619,0.18261904761904763
EU,1-3 days,250-500 GBP,0,0,1.0,4,2,7,VFF,0.0,0.0,0.6004501290544144,0.3995498709455855
EU,4-13 days,0-250 GBP,0,0,1.0,8,5,6,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,2,0,5.0,6,6,5,Holiday,0.05,0.0,0.95,0.0
Non-EU Europe,14-27 days,500-1000 GBP,0,0,5.0,8,3,2,Holiday,0.05,0.0,0.6,0.35
North America,4-13 days,1000-5000 GBP,0,0,1.0,6,3,3,Business or Work,0.16666666666666666,0.0,0.08333333333333333,0.75
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0032258064516129032,0.06774193548387097,0.9290322580645161
North America,1-3 days,1000-5000 GBP,1,1,1.0,8,1,7,Holiday,0.1,0.0,0.9,0.0
EU,14-27 days,250-500 GBP,0,0,5.0,6,1,2,VFF,0.05,0.0,0.6916666666666667,0.2583333333333333
UK,,0-250 GBP,1,0,1.0,7,3,3,Business or Work,0.9,0.0,0.1,0.0
EU,1-3 days,0-250 GBP,1,0,5.0,7,5,4,Holiday,0.15,0.0,0.5016666666666667,0.34833333333333333
EU,1-3 days,250-500 GBP,1,1,1.0,4,1,7,Holiday,0.0,0.0,0.8741154674941838,0.12588453250581627
EU,4-13 days,0-250 GBP,0,1,1.0,2,2,6,VFF,0.0,0.0,0.44404761904761897,0.555952380952381
North America,4-13 days,250-500 GBP,1,1,1.0,4,4,5,Holiday,0.25,0.0,0.55,0.2
EU,1-3 days,500-1000 GBP,1,1,1.0,6,2,7,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,1,0,1.0,5,6,3,Business or Work,1.0,0.0,0.0,0.0
EU,,250-500 GBP,1,0,1.0,5,5,5,Business or Work,0.9644076214267105,0.0,0.03559237857328927,0.0
North America,,500-1000 GBP,1,1,1.0,4,5,5,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,250-500 GBP,1,1,5.0,5,6,2,Holiday,0.1,0.0,0.9,0.0
North America,14-27 days,1000-5000 GBP,0,0,1.0,2,3,5,Holiday,0.0,0.21416666666666667,0.49499999999999994,0.29083333333333333
North America,4-13 days,1000-5000 GBP,1,0,1.0,8,7,2,Holiday,0.1,0.0,0.9,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,5,1,5,Holiday,0.24083333333333332,0.0,0.7591666666666665,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,Holiday,0.13514858653745115,0.0,0.6680784735790625,0.19677293988348635
EU,1-3 days,250-500 GBP,2,0,1.0,7,1,7,VFF,0.2875,0.0,0.65,0.0625
EU,1-3 days,250-500 GBP,1,1,1.0,7,6,4,Holiday,0.10500000000000001,0.0,0.8949999999999999,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,4,7,7,Holiday,0.06666666666666667,0.0,0.8833333333333332,0.05
UK,1-3 days,0-250 GBP,0,0,1.0,6,2,1,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,0-250 GBP,1,1,1.0,5,1,1,Business or Work,0.5625,0.05,0.0375,0.35
EU,4-13 days,500-1000 GBP,0,0,1.0,5,3,5,VFF,0.0,0.0,0.12333333333333334,0.8766666666666666
EU,,0-250 GBP,0,0,1.0,8,1,1,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,0,0,1.0,4,4,7,VFF,0.025,0.0,0.7,0.275
EU,1-3 days,0-250 GBP,1,1,5.0,4,5,4,Holiday,0.19083333333333333,0.0,0.8091666666666667,0.0
EU,4-13 days,250-500 GBP,0,1,1.0,8,1,4,VFF,0.0,0.0,0.03571428571428571,0.9642857142857142
Asia,4-13 days,1000-5000 GBP,1,1,1.0,2,2,1,Holiday,0.0,0.05,0.5541666666666667,0.3958333333333333
EU,,0-250 GBP,1,1,1.0,5,4,4,Business or Work,0.8563627916201447,0.0,0.14363720837985544,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,4,1,2,VFF,0.5625,0.0,0.0,0.4375
EU,4-13 days,250-500 GBP,1,0,5.0,6,2,5,VFF,0.05,0.0,0.95,0.0
EU,,1000-5000 GBP,1,1,1.0,6,3,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,6,6,3,Holiday,0.0,0.0,1.0,0.0
North America,1-3 days,250-500 GBP,1,0,1.0,7,2,7,Holiday,0.0,0.0,0.8464285714285713,0.15357142857142858
UK,4-13 days,500-1000 GBP,0,0,1.0,4,1,4,VFF,0.0,0.1,0.025,0.875
"Australia, NZ and Oceania",3-6 months,0-250 GBP,2,0,1.0,8,2,6,Holiday,0.15,0.1,0.25,0.5
UK,4-13 days,500-1000 GBP,0,1,1.0,4,7,2,VFF,0.35,0.1,0.1,0.45
North America,1-3 days,0-250 GBP,0,1,1.0,4,5,3,Holiday,0.013392857142857142,0.0,0.03392857142857143,0.9526785714285715
EU,1-3 days,0-250 GBP,2,0,1.0,4,4,3,Holiday,0.7357142857142857,0.05,0.1,0.11428571428571428
EU,4-13 days,0-250 GBP,0,1,5.0,6,5,2,VFF,0.1769230769230769,0.0,0.3076923076923077,0.5153846153846154
EU,1-3 days,500-1000 GBP,1,0,1.0,2,2,1,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,5,1,7,VFF,0.0,0.0,0.13614903070785422,0.8638509692921458
UK,4-13 days,500-1000 GBP,2,0,1.0,6,4,7,Holiday,0.125,0.0,0.3875,0.4875
EU,1-3 days,0-250 GBP,1,0,1.0,5,6,4,Business or Work,0.8272312409812409,0.0,0.172768759018759,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,6,2,3,VFF,0.0,0.0,0.0,1.0
EU,,0-250 GBP,0,1,5.0,5,1,1,VFF,0.5283333333333333,0.0,0.030833333333333334,0.4408333333333334
EU,1-3 days,250-500 GBP,1,1,5.0,7,6,4,Business or Work,0.10952380952380954,0.0,0.8904761904761905,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,2,5,7,VFF,0.4,0.025,0.425,0.15
