Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
Asia,1-3 months,500-1000 GBP,0,0,1.0,5,6,4.0,VFF,0.125,0.0,0.2,0.675
UK,14-27 days,250-500 GBP,0,0,1.0,5,2,2.0,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,0-250 GBP,0,0,1.0,6,7,7.0,VFF,0.0,0.1,0.05,0.85
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,5,2,4.0,Holiday,0.034999999999999996,0.0,0.9650000000000001,0.0
Asia,4-13 days,,0,1,5.0,5,5,2.0,VFF,0.4,0.0,0.15,0.45
EU,4-13 days,250-500 GBP,0,0,1.0,8,2,6.0,VFF,0.0,0.0,0.05,0.95
North America,4-13 days,500-1000 GBP,0,1,1.0,6,3,7.0,Holiday,0.0,0.0,0.45,0.55
UK,14-27 days,0-250 GBP,0,0,1.0,7,2,3.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,7,2,4.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,2,1,1.0,7,7,3.0,Holiday,0.12083333333333332,0.0,0.4,0.4791666666666667
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,1,6.0,Holiday,0.0125,0.0375,0.4166666666666667,0.5333333333333333
UK,4-13 days,500-1000 GBP,0,0,1.0,7,5,2.0,VFF,0.05,0.0,0.05,0.9
UK,1-3 days,0-250 GBP,0,0,1.0,6,1,6.0,VFF,0.0,0.10246392496392495,0.1231456043956044,0.7743904706404707
South America,14-27 days,0-250 GBP,0,0,1.0,2,1,6.0,VFF,0.0,0.0,0.25,0.75
UK,4-13 days,500-1000 GBP,0,0,1.0,8,1,4.0,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,1000-5000 GBP,2,0,1.0,6,2,6.0,VFF,0.1,0.0,0.5,0.4
Asia,14-27 days,0-250 GBP,0,0,1.0,6,6,6.0,VFF,0.0,0.25,0.11000000000000001,0.64
EU,4-13 days,250-500 GBP,0,0,1.0,2,5,1.0,Holiday,0.0,0.0,0.4258333333333334,0.5741666666666668
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,6,1.0,VFF,0.5894047619047618,0.0,0.4105952380952381,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,3,6.0,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,1000-5000 GBP,1,0,1.0,4,1,6.0,Holiday,0.0,0.0,0.8598809523809525,0.14011904761904764
North America,1-3 months,1000-5000 GBP,0,1,5.0,6,6,7.0,Business or Work,0.1,0.05,0.5,0.35
EU,1-3 days,250-500 GBP,1,1,1.0,6,5,3.0,Holiday,0.10830738705738704,0.0,0.891692612942613,0.0
North America,1-3 days,0-250 GBP,0,0,1.0,6,4,2.0,Holiday,0.0,0.0,0.15,0.85
North America,4-13 days,1000-5000 GBP,2,1,1.0,8,1,3.0,Holiday,0.0,0.0,0.725,0.275
EU,4-13 days,250-500 GBP,1,1,1.0,2,2,6.0,Holiday,0.0,0.0,0.8052380952380952,0.19476190476190475
EU,4-13 days,500-1000 GBP,1,0,1.0,4,6,2.0,Holiday,0.8,0.0,0.175,0.025
EU,4-13 days,250-500 GBP,1,0,1.0,6,1,5.0,Holiday,0.0,0.0,0.2879166666666667,0.7120833333333333
UK,4-13 days,250-500 GBP,0,0,1.0,5,3,3.0,VFF,0.0,0.05,0.0,0.95
North America,4-13 days,500-1000 GBP,1,1,1.0,6,6,3.0,Holiday,0.0,0.0,0.99,0.01
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,2,4,1.0,Education and Other,0.06,0.0,0.9400000000000001,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,8,2,7.0,VFF,0.0,0.0,0.0,1.0
Asia,1-3 months,1000-5000 GBP,0,0,1.0,4,5,5.0,Education and Other,0.0,0.075,0.1,0.825
EU,4-13 days,0-250 GBP,0,0,1.0,6,4,1.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,2,0,1.0,4,1,7.0,Holiday,0.0,0.0,0.6916666666666667,0.3083333333333333
EU,1-3 days,0-250 GBP,0,0,5.0,6,2,1.0,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,7,4.0,VFF,0.0,0.0,0.06405854358060241,0.9359414564193977
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,6,3.0,Holiday,0.4658333333333333,0.0,0.06666666666666667,0.46749999999999997
UK,4-13 days,0-250 GBP,0,0,1.0,5,7,5.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3.0,Business or Work,0.5051461038961038,0.0,0.49485389610389613,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,8,2,2.0,Holiday,0.15,0.0,0.7,0.15
North America,1-3 days,1000-5000 GBP,1,1,1.0,4,6,4.0,Business or Work,0.24107142857142855,0.0,0.4283730158730158,0.33055555555555555
North America,4-13 days,500-1000 GBP,0,1,1.0,7,2,3.0,VFF,0.05,0.0,0.0,0.95
EU,4-13 days,500-1000 GBP,1,0,1.0,6,6,2.0,Holiday,0.0,0.0,0.680952380952381,0.319047619047619
EU,1-3 days,0-250 GBP,0,0,1.0,5,7,5.0,VFF,0.04758542091436827,0.0,0.16077042547970666,0.791644153605925
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,7.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,0,0,5.0,7,6,5.0,VFF,0.1875,0.0,0.28250000000000003,0.53
UK,1-3 days,250-500 GBP,1,1,5.0,8,6,4.0,Holiday,0.0,0.65,0.25,0.1
North America,4-13 days,1000-5000 GBP,0,0,1.0,7,3,7.0,VFF,0.0,0.0,0.1375,0.8625
EU,1-3 days,0-250 GBP,0,0,1.0,7,7,5.0,VFF,0.0,0.13866688866688864,0.0,0.8613331113331114
North America,4-13 days,1000-5000 GBP,1,0,1.0,8,3,4.0,Holiday,0.0,0.0,0.8638888888888889,0.13611111111111113
UK,1-3 days,0-250 GBP,1,0,1.0,6,3,1.0,VFF,0.31666666666666665,0.0,0.2833333333333333,0.4
South America,1-3 days,500-1000 GBP,0,0,1.0,8,4,3.0,VFF,0.0,0.05,0.15,0.8
EU,1-3 days,0-250 GBP,2,0,1.0,2,1,6.0,Holiday,0.0,0.0,0.42750000000000005,0.5725
Africa,,500-1000 GBP,1,1,1.0,5,2,2.0,Business or Work,0.9,0.0,0.1,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,5,6.0,Business or Work,0.0875,0.0,0.9125,0.0
North America,4-13 days,0-250 GBP,1,1,1.0,6,4,1.0,Holiday,0.6859523809523809,0.0,0.26404761904761903,0.05
EU,1-3 days,500-1000 GBP,1,1,1.0,7,7,5.0,Holiday,0.0,0.0,1.0,0.0
North America,1-3 days,250-500 GBP,1,0,1.0,5,2,7.0,VFF,0.0,0.3275,0.6725000000000001,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,6.0,Holiday,0.0,0.0,0.975,0.025
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,4.0,VFF,0.0,0.0,0.09039682539682539,0.9096031746031746
Africa,4-13 days,500-1000 GBP,0,1,1.0,5,5,2.0,VFF,0.0,0.0,0.45,0.55
Non-EU Europe,4-13 days,0-250 GBP,0,1,5.0,5,2,5.0,VFF,0.05,0.0,0.05,0.9
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,5,6.0,Holiday,0.8614285714285714,0.0125,0.12607142857142856,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,5,6,1.0,Holiday,0.0,0.0,0.96,0.04
Asia,1-3 months,1000-5000 GBP,0,0,1.0,8,2,1.0,VFF,0.0,0.05,0.0,0.95
EU,1-3 days,0-250 GBP,0,0,1.0,4,7,6.0,VFF,0.0,0.0,0.030415612788576192,0.9695843872114238
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,1,0,1.0,8,2,6.0,VFF,0.0,0.0,0.62,0.38
North America,1-3 days,1000-5000 GBP,1,1,1.0,6,1,6.0,Holiday,0.0,0.0,0.7236111111111111,0.2763888888888889
EU,4-13 days,250-500 GBP,0,0,1.0,4,2,5.0,VFF,0.0,0.0,0.4327734765234766,0.5672265234765235
EU,1-3 days,0-250 GBP,1,1,1.0,2,2,7.0,Holiday,0.11666666666666665,0.0,0.8166666666666668,0.06666666666666667
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,5,4,2.0,Holiday,0.25,0.0,0.6,0.15
"Australia, NZ and Oceania",1-3 days,500-1000 GBP,1,0,1.0,4,5,3.0,Holiday,0.3624007936507937,0.35,0.2875992063492063,0.0
EU,4-13 days,0-250 GBP,1,0,1.0,8,7,4.0,Holiday,0.175,0.05,0.65,0.125
EU,4-13 days,500-1000 GBP,1,1,1.0,4,1,5.0,Holiday,0.0,0.0,0.831010101010101,0.16898989898989902
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,1,1.0,4,6,4.0,VFF,0.0,0.0,0.1,0.9
EU,,,0,0,5.0,4,7,7.0,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,2,6.0,Holiday,0.0,0.0,0.95,0.05
EU,14-27 days,1000-5000 GBP,0,0,1.0,2,6,7.0,Education and Other,0.0,0.6833333333333333,0.025,0.29166666666666663
EU,4-13 days,500-1000 GBP,1,1,1.0,6,5,1.0,Holiday,0.1913095238095238,0.0,0.6359523809523809,0.17273809523809525
UK,14-27 days,1000-5000 GBP,0,0,1.0,4,4,6.0,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,7,4,2.0,VFF,0.0,0.1,0.0,0.9
North America,4-13 days,1000-5000 GBP,2,0,5.0,5,5,1.0,Holiday,0.0,0.0,1.0,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,5,6,2.0,VFF,0.5232142857142857,0.0,0.3767857142857143,0.1
Asia,4-13 days,500-1000 GBP,0,0,1.0,2,4,3.0,Holiday,0.0,0.25,0.1,0.65
Africa,14-27 days,1000-5000 GBP,0,0,1.0,8,7,7.0,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,5,6.0,Holiday,0.03333333333333333,0.0,0.9666666666666666,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,6,7.0,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,6,7.0,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,2,0,1.0,6,5,1.0,Holiday,0.03666666666666667,0.0,0.7383333333333334,0.22499999999999995
UK,14-27 days,0-250 GBP,0,0,1.0,8,5,4.0,Holiday,0.0,0.016666666666666666,0.05,0.9333333333333333
EU,1-3 days,0-250 GBP,0,0,1.0,4,7,5.0,VFF,0.09523137214111774,0.0,0.14483945570515094,0.7599291721537315
UK,14-27 days,1000-5000 GBP,1,1,1.0,5,4,5.0,VFF,0.3,0.0,0.1,0.6
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,4,5,4.0,Holiday,0.2765476190476191,0.0,0.4734523809523809,0.25
North America,1-3 days,500-1000 GBP,1,0,5.0,6,2,7.0,Holiday,0.0,0.075,0.925,0.0
UK,14-27 days,250-500 GBP,0,0,1.0,8,3,4.0,VFF,0.0,0.01,0.0,0.99
UK,4-13 days,1000-5000 GBP,1,0,1.0,7,5,3.0,Holiday,0.4,0.0,0.15,0.45
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,5,4.0,Holiday,0.0,0.0,0.975,0.025
Asia,1-3 months,1000-5000 GBP,0,0,1.0,7,4,5.0,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",1-3 days,0-250 GBP,1,1,5.0,3,6,5.0,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,more than 5000 GBP,1,1,1.0,5,3,2.0,Holiday,0.2,0.0,0.65,0.15
North America,4-13 days,250-500 GBP,1,1,5.0,5,3,7.0,Holiday,0.0,0.05,0.925,0.025
Asia,4-13 days,0-250 GBP,0,0,1.0,7,6,7.0,Holiday,0.0,0.0,0.15,0.85
EU,,250-500 GBP,1,0,1.0,4,7,7.0,Holiday,0.0,0.0,0.8930547924297925,0.10694520757020758
UK,1-3 days,0-250 GBP,0,0,1.0,7,6,4.0,VFF,0.0,0.0,0.0,1.0
South America,4-13 days,500-1000 GBP,0,1,1.0,7,7,6.0,VFF,0.0,0.05,0.2,0.75
EU,1-3 days,0-250 GBP,0,1,5.0,4,2,1.0,VFF,0.2,0.0,0.0,0.8
EU,1-3 days,250-500 GBP,2,0,1.0,4,1,6.0,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,5,1.0,Holiday,0.5388492063492063,0.0,0.0,0.46115079365079376
Asia,1-3 days,1000-5000 GBP,1,1,1.0,6,2,1.0,Business or Work,0.6908333333333334,0.0,0.2333333333333333,0.07583333333333334
North America,4-13 days,250-500 GBP,0,0,1.0,8,2,1.0,VFF,0.05,0.0,0.05,0.9
North America,4-13 days,1000-5000 GBP,2,1,1.0,7,1,7.0,Holiday,0.0,0.05,0.8,0.15
EU,4-13 days,500-1000 GBP,0,0,1.0,3,2,6.0,VFF,0.0,0.0,0.17291666666666666,0.8270833333333332
Non-EU Europe,4-13 days,1000-5000 GBP,1,1,1.0,6,3,6.0,Holiday,0.22559523809523813,0.0,0.623452380952381,0.15095238095238095
EU,1-3 days,0-250 GBP,0,0,1.0,7,6,5.0,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,4-13 days,500-1000 GBP,2,0,1.0,4,1,5.0,Holiday,0.0,0.0,0.9,0.1
North America,14-27 days,250-500 GBP,0,0,1.0,7,7,6.0,VFF,0.0,0.0,0.65,0.35
UK,4-13 days,1000-5000 GBP,1,0,1.0,6,7,3.0,VFF,0.4375,0.0,0.05,0.5125
Non-EU Europe,1-3 months,500-1000 GBP,0,0,1.0,6,5,3.0,VFF,0.15,0.1,0.2,0.55
EU,1-3 days,250-500 GBP,1,0,1.0,6,2,7.0,Holiday,0.1895833333333333,0.0,0.8104166666666668,0.0
North America,,500-1000 GBP,1,1,5.0,5,3,3.0,Holiday,1.0,0.0,0.0,0.0
UK,3-6 months,1000-5000 GBP,0,0,1.0,5,6,7.0,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,1000-5000 GBP,1,1,1.0,4,4,5.0,Holiday,0.12181818181818183,0.05,0.07818181818181819,0.75
North America,,0-250 GBP,0,1,1.0,5,7,7.0,VFF,0.0,0.0,0.0875,0.9125
Non-EU Europe,4-13 days,250-500 GBP,0,1,1.0,7,6,6.0,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,6,2.0,Business or Work,0.2308333333333333,0.0,0.43666666666666665,0.33249999999999996
EU,4-13 days,0-250 GBP,0,1,1.0,7,7,1.0,VFF,0.05,0.0,0.1,0.85
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,2,2,3.0,Holiday,0.0,0.0,0.65,0.35
North America,4-13 days,1000-5000 GBP,2,1,1.0,6,5,3.0,Holiday,0.0,0.0,0.8,0.2
EU,1-3 days,250-500 GBP,1,0,5.0,4,4,2.0,Holiday,0.3481439393939394,0.024924242424242425,0.5769318181818182,0.05
EU,14-27 days,0-250 GBP,0,0,1.0,5,1,2.0,VFF,0.0,0.15,0.15,0.7
South America,4-13 days,500-1000 GBP,1,0,1.0,5,6,1.0,VFF,0.125,0.0,0.85,0.025
EU,4-13 days,250-500 GBP,1,0,1.0,6,2,5.0,Holiday,0.0,0.0,0.49083333333333334,0.5091666666666667
Asia,1-3 days,250-500 GBP,1,0,1.0,6,6,5.0,Business or Work,0.15,0.05,0.38209956709956716,0.4179004329004329
EU,,500-1000 GBP,1,1,1.0,4,5,5.0,Business or Work,1.0,0.0,0.0,0.0
Asia,,0-250 GBP,0,0,5.0,6,7,7.0,Business or Work,0.7333531746031746,0.0,0.11466269841269841,0.15198412698412697
North America,4-13 days,250-500 GBP,1,1,1.0,6,6,2.0,Holiday,0.19630952380952377,0.0,0.8036904761904763,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,8,1,5.0,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,250-500 GBP,1,0,1.0,4,7,3.0,VFF,0.3,0.0,0.6,0.1
EU,4-13 days,0-250 GBP,0,0,1.0,4,2,3.0,VFF,0.06954816017316016,0.0,0.21730606811489167,0.7131457717119483
UK,1-3 days,0-250 GBP,0,0,1.0,4,5,4.0,VFF,0.5625,0.0,0.0,0.4375
UK,4-13 days,250-500 GBP,0,0,5.0,5,1,7.0,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,8,4,1.0,Holiday,0.0,0.0,0.9333333333333333,0.06666666666666667
EU,1-3 days,0-250 GBP,1,1,1.0,5,5,4.0,Business or Work,0.7491666666666666,0.0,0.25083333333333335,0.0
EU,4-13 days,500-1000 GBP,2,0,5.0,8,6,7.0,Holiday,0.0,0.0,0.9,0.1
EU,1-3 days,500-1000 GBP,1,1,5.0,2,1,7.0,VFF,0.0,0.007692307692307693,0.9589743589743591,0.03333333333333333
South America,14-27 days,1000-5000 GBP,0,0,1.0,4,4,5.0,VFF,0.0,0.0,0.6,0.4
Non-EU Europe,4-13 days,500-1000 GBP,1,1,1.0,7,5,2.0,Holiday,0.3072619047619048,0.0,0.4738095238095239,0.21892857142857142
EU,4-13 days,0-250 GBP,0,0,1.0,6,2,2.0,VFF,0.0,0.0,0.05,0.95
Non-EU Europe,4-13 days,0-250 GBP,0,0,1.0,2,7,1.0,VFF,0.0,0.095,0.2172619047619048,0.6877380952380951
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,5,1,5.0,VFF,0.0,0.0,0.49984126984126986,0.5001587301587302
EU,1-3 days,250-500 GBP,1,0,5.0,6,1,6.0,VFF,0.0,0.0,0.95,0.05
EU,4-13 days,0-250 GBP,0,1,5.0,6,6,3.0,VFF,0.1,0.0,0.1,0.8
EU,1-3 days,250-500 GBP,1,0,1.0,6,7,6.0,Holiday,0.08660853180318283,0.0,0.6663134171479423,0.2470780510488748
Asia,14-27 days,1000-5000 GBP,0,0,1.0,5,1,4.0,VFF,0.0,0.0,0.1,0.9
North America,1-3 days,500-1000 GBP,1,1,1.0,4,6,5.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,1,1,1.0,6,7,4.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,0,0,5.0,7,1,4.0,VFF,0.05,0.0,0.0,0.95
EU,4-13 days,0-250 GBP,1,0,1.0,4,5,2.0,Business or Work,0.7088095238095238,0.0,0.29119047619047617,0.0
EU,1-3 days,,0,0,5.0,5,3,1.0,Business or Work,0.95,0.0,0.0,0.05
EU,1-3 days,0-250 GBP,0,0,1.0,4,6,5.0,VFF,0.0,0.0,0.09012799700299699,0.909872002997003
EU,1-3 days,0-250 GBP,0,0,1.0,7,2,7.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1,1,5.0,4,1,7.0,VFF,0.025,0.0,0.975,0.0
EU,14-27 days,1000-5000 GBP,2,0,1.0,2,6,7.0,Holiday,0.1,0.25,0.525,0.125
EU,,500-1000 GBP,1,1,1.0,4,4,4.0,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,250-500 GBP,0,0,1.0,8,1,5.0,VFF,0.0,0.075,0.05,0.875
North America,4-13 days,500-1000 GBP,0,0,5.0,5,7,6.0,VFF,0.05,0.0,0.45,0.5
North America,4-13 days,250-500 GBP,0,0,1.0,4,4,1.0,VFF,0.0,0.075,0.2166666666666667,0.7083333333333334
EU,4-13 days,0-250 GBP,0,0,1.0,5,1,4.0,VFF,0.0,0.0,0.12233086358086358,0.8776691364191365
Africa,4-13 days,500-1000 GBP,0,0,1.0,7,5,2.0,VFF,0.05,0.0,0.25,0.7
EU,1-3 days,250-500 GBP,1,0,1.0,6,7,5.0,Business or Work,0.0,0.0,0.8599628149628151,0.14003718503718504
EU,4-13 days,1000-5000 GBP,0,1,1.0,5,4,4.0,Business or Work,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,0,0,1.0,6,2,7.0,Business or Work,0.0,0.0,0.02142857142857143,0.9785714285714284
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,2,3.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,0,0,1.0,8,2,7.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,1,0,1.0,4,5,2.0,Holiday,0.43109890109890114,0.0,0.568901098901099,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,4,4,7.0,Holiday,0.11000000000000001,0.0,0.8400000000000001,0.05
Asia,4-13 days,0-250 GBP,0,0,1.0,8,3,5.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,1,1.0,5,5,4.0,Business or Work,0.9030244317086421,0.0,0.09697556829135776,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3.0,Holiday,0.5051461038961038,0.0,0.49485389610389613,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,4,3,4.0,Holiday,0.0,0.0,0.0,1.0
North America,14-27 days,1000-5000 GBP,1,0,1.0,6,6,7.0,Holiday,0.05,0.0,0.9400000000000001,0.01
EU,1-3 days,500-1000 GBP,1,1,1.0,6,6,4.0,Holiday,0.13833333333333334,0.0,0.8616666666666667,0.0
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,6,7,6.0,Holiday,0.0,0.0,0.9166462703962702,0.0833537296037296
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,2,5.0,Education and Other,0.07761904761904762,0.0,0.7414285714285714,0.18095238095238095
UK,4-13 days,0-250 GBP,0,0,1.0,6,7,4.0,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,3,6.0,VFF,0.0,0.0,0.0,1.0
Asia,14-27 days,1000-5000 GBP,0,0,1.0,5,1,7.0,VFF,0.0,0.0,0.05,0.95
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,6,2.0,Holiday,0.8248809523809524,0.0,0.17511904761904762,0.0
Asia,1-3 months,1000-5000 GBP,0,1,1.0,4,1,2.0,VFF,0.0,0.125,0.25,0.625
North America,14-27 days,250-500 GBP,0,0,1.0,8,6,6.0,VFF,0.0,0.0,0.06666666666666667,0.9333333333333333
UK,1-3 months,250-500 GBP,0,0,1.0,5,4,5.0,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,1000-5000 GBP,2,1,1.0,6,6,6.0,VFF,0.0,0.0,0.8666666666666668,0.13333333333333333
Asia,14-27 days,1000-5000 GBP,1,1,1.0,7,1,5.0,Holiday,0.1,0.0,0.615,0.28500000000000003
EU,,0-250 GBP,1,1,5.0,4,4,4.0,Business or Work,0.6833333333333333,0.0,0.26666666666666666,0.05
North America,4-13 days,1000-5000 GBP,2,1,1.0,5,6,6.0,Holiday,0.14166666666666666,0.0,0.7583333333333334,0.1
UK,4-13 days,,0,1,5.0,5,2,6.0,Business or Work,0.0,0.0,0.075,0.925
UK,4-13 days,250-500 GBP,0,0,1.0,5,1,5.0,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,0-250 GBP,1,1,5.0,6,2,1.0,Holiday,0.11666666666666665,0.0,0.8833333333333332,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,5,6,5.0,Business or Work,0.8083333333333332,0.0,0.14166666666666666,0.05
North America,4-13 days,0-250 GBP,0,0,1.0,4,1,5.0,VFF,0.0,0.0,0.4533333333333333,0.5466666666666666
EU,14-27 days,500-1000 GBP,0,0,5.0,2,7,1.0,Holiday,0.0,0.05,0.5,0.45
South America,1-3 days,250-500 GBP,1,1,1.0,5,5,3.0,Holiday,0.15,0.0,0.85,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,6,1.0,Business or Work,0.584047619047619,0.0,0.4123809523809524,0.0035714285714285713
EU,1-3 days,0-250 GBP,1,0,1.0,7,4,3.0,Business or Work,0.3171428571428571,0.0,0.24511904761904763,0.43773809523809526
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,1,2.0,VFF,0.0,0.0,0.831547619047619,0.16845238095238096
EU,1-3 days,0-250 GBP,2,0,5.0,7,1,6.0,Holiday,0.1,0.0,0.7,0.2
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,6.0,VFF,0.0,0.0,0.051515151515151514,0.9484848484848485
EU,,250-500 GBP,1,0,1.0,6,1,1.0,Business or Work,0.9,0.0,0.025,0.075
North America,4-13 days,1000-5000 GBP,1,1,1.0,8,3,6.0,Holiday,0.0,0.0,0.6665476190476189,0.33345238095238094
UK,1-3 days,0-250 GBP,0,0,1.0,6,2,7.0,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,2,0,1.0,6,3,4.0,VFF,0.05,0.05,0.6,0.3
EU,4-13 days,0-250 GBP,1,0,1.0,4,1,5.0,Holiday,0.0,0.0,0.8091468253968255,0.19085317460317458
North America,1-3 days,250-500 GBP,1,0,1.0,6,5,3.0,Business or Work,0.5166666666666667,0.0,0.4833333333333333,0.0
North America,4-13 days,more than 5000 GBP,1,1,1.0,6,7,2.0,Holiday,0.6666666666666666,0.0,0.2790476190476191,0.054285714285714284
EU,4-13 days,1000-5000 GBP,0,0,1.0,4,6,5.0,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,250-500 GBP,1,0,5.0,8,7,4.0,Holiday,0.0,0.0,0.25,0.75
UK,14-27 days,0-250 GBP,0,0,1.0,2,6,7.0,VFF,0.0,0.0,0.0,1.0
EU,,,0,0,5.0,7,3,3.0,Holiday,0.9,0.0,0.0,0.1
Non-EU Europe,1-3 days,500-1000 GBP,1,0,1.0,5,5,3.0,Business or Work,0.6454545454545455,0.0,0.35,0.004545454545454545
North America,4-13 days,0-250 GBP,0,0,1.0,6,2,5.0,VFF,0.0,0.0,0.19166666666666668,0.8083333333333333
EU,1-3 days,0-250 GBP,1,1,1.0,6,1,6.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,2,1,5.0,VFF,0.0,0.0,0.0,1.0
UK,14-27 days,1000-5000 GBP,1,1,1.0,4,6,6.0,Business or Work,0.2,0.05,0.3,0.45
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,1,0,1.0,7,7,5.0,VFF,0.1375,0.0,0.4125,0.45
UK,4-13 days,0-250 GBP,0,0,1.0,5,4,4.0,VFF,0.0,0.0,0.023809523809523808,0.9761904761904763
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,7,1.0,Holiday,0.45166666666666677,0.0,0.5483333333333333,0.0
South America,4-13 days,500-1000 GBP,0,0,1.0,4,1,5.0,Holiday,0.0,0.0,0.15,0.85
EU,4-13 days,500-1000 GBP,1,1,1.0,4,6,3.0,Business or Work,0.1692857142857143,0.0,0.7807142857142857,0.05
UK,4-13 days,0-250 GBP,0,0,1.0,6,2,7.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,6,2.0,VFF,0.0,0.0,0.0,1.0
South America,1-3 days,500-1000 GBP,1,0,1.0,4,1,6.0,Holiday,0.0,0.0,0.59,0.41
EU,4-13 days,1000-5000 GBP,0,0,1.0,5,4,5.0,VFF,0.05,0.0,0.3416666666666667,0.6083333333333334
