Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
North America,4-13 days,500-1000 GBP,2,0,1.0,6,3,7,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 months,1000-5000 GBP,1,0,1.0,4,3,3,Holiday,0.6,0.0,0.38333333333333336,0.016666666666666666
EU,1-3 days,0-250 GBP,1,1,1.0,4,3,1,Holiday,0.0,0.2841666666666667,0.24666666666666665,0.46916666666666657
EU,4-13 days,1000-5000 GBP,1,1,1.0,8,7,1,Holiday,0.075,0.0,0.925,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,5,3,6,Holiday,0.1,0.05,0.3,0.55
Non-EU Europe,1-3 days,500-1000 GBP,1,1,1.0,2,6,5,Business or Work,0.05,0.4083333333333333,0.4916666666666666,0.05
EU,4-13 days,500-1000 GBP,1,0,1.0,7,4,7,Holiday,0.09,0.0,0.9099999999999999,0.0
"Australia, NZ and Oceania",1-3 days,250-500 GBP,1,1,1.0,8,2,7,Holiday,0.0,0.025,0.8583333333333332,0.11666666666666665
UK,14-27 days,500-1000 GBP,0,0,1.0,8,3,2,VFF,0.0,0.05,0.0,0.95
Asia,1-3 days,500-1000 GBP,1,1,1.0,7,6,4,Business or Work,0.05,0.0,0.95,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,6,6,7,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,3,5,VFF,0.2370833333333333,0.0,0.0,0.7629166666666667
UK,1-3 months,1000-5000 GBP,0,0,5.0,8,1,7,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,0-250 GBP,0,0,1.0,5,7,1,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,0-250 GBP,0,0,1.0,8,2,3,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,0,0,1.0,6,2,7,Holiday,0.0,0.0,0.519134199134199,0.4808658008658009
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,1,Holiday,0.0,0.0,0.06549729430879317,0.9345027056912067
UK,1-3 days,250-500 GBP,0,0,1.0,4,7,5,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,0-250 GBP,0,0,1.0,5,2,6,Holiday,0.0,0.0,0.0,1.0
UK,4-13 days,1000-5000 GBP,0,1,1.0,5,2,6,VFF,0.05,0.0,0.0,0.95
UK,14-27 days,500-1000 GBP,0,0,1.0,5,7,2,VFF,0.0,0.0,0.0,1.0
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.08181422743922744,0.9181857725607724
North America,4-13 days,500-1000 GBP,1,0,1.0,6,5,7,Business or Work,0.05,0.15,0.75,0.05
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,6,3,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,more than 5000 GBP,1,1,1.0,2,6,7,Holiday,0.25,0.1,0.65,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,5,6,5,Holiday,0.7347348484848484,0.0,0.2652651515151515,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.19705631812568308,0.802943681874317
UK,14-27 days,,0,0,5.0,6,3,3,Holiday,0.1,0.0,0.1,0.8
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.3033449482805688,0.6966550517194314
North America,4-13 days,250-500 GBP,1,1,1.0,5,5,1,Business or Work,0.3083333333333333,0.0,0.6916666666666667,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,8,3,4,Holiday,0.0,0.0,1.0,0.0
UK,1-3 days,0-250 GBP,1,0,1.0,6,6,4,Business or Work,0.55,0.0,0.25,0.2
Non-EU Europe,1-3 days,500-1000 GBP,0,0,1.0,5,2,7,VFF,0.0,0.0,0.85,0.15
North America,4-13 days,250-500 GBP,1,1,5.0,4,7,4,Holiday,0.4,0.0,0.6,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,4,5,VFF,0.0,0.20833333333333334,0.16589285714285712,0.6257738095238096
UK,14-27 days,1000-5000 GBP,1,0,1.0,5,4,1,Holiday,0.2,0.0,0.25,0.55
North America,4-13 days,1000-5000 GBP,0,0,1.0,4,5,7,Holiday,0.0,0.0,0.20833333333333331,0.7916666666666667
UK,4-13 days,500-1000 GBP,0,0,1.0,4,1,4,Holiday,0.0,0.0,0.4,0.6
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,3,3,Holiday,0.04880952380952381,0.0,0.9511904761904763,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,2,1,2,VFF,0.1,0.025,0.6666666666666666,0.20833333333333334
EU,1-3 days,500-1000 GBP,1,0,5.0,6,2,7,Holiday,0.05,0.0,0.425,0.525
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,6,1,4,VFF,0.05,0.0,0.475,0.475
EU,,250-500 GBP,1,0,1.0,5,3,3,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,5,1,6,Holiday,0.10493797868797869,0.09480880230880231,0.6424460261960261,0.15780719280719283
EU,1-3 days,0-250 GBP,0,0,1.0,2,7,5,Holiday,0.0,0.0,0.6,0.4
UK,4-13 days,500-1000 GBP,1,0,5.0,6,7,2,VFF,0.1,0.0,0.35,0.55
North America,1-3 days,1000-5000 GBP,1,0,1.0,6,6,5,Business or Work,0.7625,0.0,0.15,0.0875
EU,1-3 days,250-500 GBP,1,1,5.0,4,1,6,Holiday,0.05,0.0,0.95,0.0
EU,1-3 days,0-250 GBP,2,0,1.0,7,1,6,Holiday,0.0,0.0,0.42000000000000004,0.58
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,2,3,2,Holiday,0.175,0.0,0.825,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,5,Holiday,0.5883333333333333,0.0,0.41166666666666674,0.0
"Australia, NZ and Oceania",1-3 days,250-500 GBP,1,1,1.0,2,1,7,Holiday,0.05,0.0,0.9,0.05
EU,4-13 days,500-1000 GBP,1,0,5.0,4,5,3,Business or Work,0.2,0.0,0.65,0.15
EU,4-13 days,0-250 GBP,0,0,5.0,5,3,7,Holiday,0.3519047619047619,0.0,0.4558928571428571,0.19220238095238093
North America,4-13 days,0-250 GBP,0,0,1.0,2,7,2,Education and Other,0.0,0.0,0.8,0.2
EU,4-13 days,500-1000 GBP,0,0,1.0,4,3,5,VFF,0.0,0.0,0.75,0.25
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,4,1,7,Holiday,0.01,0.0,0.99,0.0
Asia,4-13 days,more than 5000 GBP,1,0,1.0,4,5,2,Business or Work,0.4446428571428571,0.2,0.35535714285714287,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,5,4,1,Holiday,0.0,0.0,0.95,0.05
North America,4-13 days,0-250 GBP,1,1,1.0,7,3,7,Business or Work,0.6,0.0,0.30666666666666664,0.09333333333333334
EU,1-3 days,1000-5000 GBP,2,1,1.0,4,4,3,Holiday,0.18333333333333332,0.0,0.6166666666666667,0.2
Non-EU Europe,1-3 days,1000-5000 GBP,1,0,1.0,5,6,4,Holiday,1.0,0.0,0.0,0.0
North America,4-13 days,0-250 GBP,1,0,1.0,5,6,3,Holiday,0.9708333333333334,0.0,0.029166666666666664,0.0
North America,1-3 days,1000-5000 GBP,1,1,1.0,5,6,5,Business or Work,0.9,0.0,0.1,0.0
UK,14-27 days,0-250 GBP,0,0,1.0,8,2,5,VFF,0.0,0.0,0.11666666666666665,0.8833333333333332
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,6,5,Holiday,0.425,0.0,0.575,0.0
UK,14-27 days,250-500 GBP,0,0,1.0,6,7,5,VFF,0.025,0.05,0.0,0.925
North America,,0-250 GBP,1,0,1.0,5,6,6,Holiday,0.3,0.6,0.1,0.0
EU,1-3 days,250-500 GBP,0,1,1.0,5,4,2,Business or Work,0.05,0.0,0.5,0.45
North America,1-3 days,250-500 GBP,1,0,1.0,5,6,5,Holiday,0.9280735930735929,0.0,0.07192640692640692,0.0
UK,4-13 days,500-1000 GBP,0,0,1.0,7,1,4,Holiday,0.0,0.0,0.03333333333333333,0.9666666666666666
EU,4-13 days,500-1000 GBP,1,0,1.0,4,6,1,Holiday,0.375,0.025,0.4,0.2
EU,1-3 days,500-1000 GBP,1,1,1.0,6,1,7,Holiday,0.0,0.0,0.7785876623376623,0.22141233766233767
EU,1-3 days,500-1000 GBP,1,0,1.0,6,5,3,Business or Work,0.7576046176046176,0.0,0.24239538239538239,0.0
EU,4-13 days,500-1000 GBP,2,0,5.0,6,6,2,Holiday,0.0,0.0,0.95,0.05
Africa,4-13 days,500-1000 GBP,0,0,1.0,5,7,5,VFF,0.0,0.1,0.25,0.65
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,1,VFF,0.0,0.0,0.17583333333333334,0.8241666666666665
EU,4-13 days,0-250 GBP,0,0,1.0,4,2,2,VFF,0.0,0.0,0.03555555555555555,0.9644444444444444
"Australia, NZ and Oceania",4-13 days,250-500 GBP,0,1,1.0,2,7,4,VFF,0.0,0.16875,0.23500000000000001,0.5962500000000001
EU,1-3 days,0-250 GBP,0,0,5.0,4,4,2,Business or Work,0.38642857142857145,0.55,0.007142857142857143,0.056428571428571425
EU,4-13 days,0-250 GBP,1,1,1.0,6,2,5,Holiday,0.1625,0.0,0.8375,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,7,4,3,Business or Work,0.14583333333333331,0.0,0.8541666666666667,0.0
Asia,4-13 days,0-250 GBP,0,0,5.0,7,4,7,Business or Work,0.0,0.0,0.65,0.35
UK,14-27 days,1000-5000 GBP,0,0,1.0,7,7,4,Holiday,0.25,0.05,0.0,0.7
Asia,4-13 days,0-250 GBP,1,1,5.0,4,2,6,Holiday,0.2,0.0,0.7999999999999999,0.0
North America,1-3 days,250-500 GBP,0,0,1.0,6,7,5,VFF,0.1,0.0,0.1,0.8
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,6,7,Business or Work,0.0,0.0,0.6883333333333334,0.31166666666666665
EU,1-3 days,1000-5000 GBP,1,1,1.0,6,5,4,Business or Work,0.8458333333333332,0.0,0.10416666666666666,0.05
EU,4-13 days,,0,1,5.0,6,2,6,Business or Work,0.55,0.05,0.05,0.35
UK,4-13 days,0-250 GBP,0,0,5.0,7,6,3,VFF,0.0,0.0,0.55,0.45
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,1,VFF,0.0,0.0,0.17686507936507936,0.8231349206349206
EU,,0-250 GBP,1,0,1.0,6,2,2,Business or Work,0.4970238095238095,0.0,0.5029761904761905,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,4,2,5,Business or Work,0.03392857142857143,0.025,0.9285714285714286,0.0125
UK,14-27 days,500-1000 GBP,0,0,1.0,8,3,4,VFF,0.0,0.0,0.025,0.975
EU,4-13 days,250-500 GBP,1,0,1.0,4,5,1,Holiday,0.1,0.0,0.175,0.725
North America,4-13 days,0-250 GBP,0,1,1.0,5,2,5,VFF,0.0,0.0,0.325,0.675
Asia,14-27 days,500-1000 GBP,0,1,1.0,8,3,4,VFF,0.0,0.0,0.15,0.85
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,6,2,Business or Work,0.8175992063492062,0.0,0.18240079365079367,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,5,1,7,VFF,0.03273406188856104,0.0,0.38121842469705464,0.5860475134143843
North America,14-27 days,,2,1,1.0,4,1,3,Business or Work,0.0,0.6,0.3,0.1
EU,,,0,0,5.0,6,5,5,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,2,1,4,VFF,0.1,0.3,0.15,0.45
Asia,4-13 days,1000-5000 GBP,0,0,1.0,8,2,2,Holiday,0.05,0.0,0.75,0.2
"Australia, NZ and Oceania",1-3 days,250-500 GBP,1,0,1.0,6,7,5,Holiday,0.0625,0.0,0.6875,0.25
Asia,14-27 days,1000-5000 GBP,1,1,1.0,4,7,7,Holiday,0.0,0.0,0.85,0.15
North America,4-13 days,0-250 GBP,1,0,1.0,6,6,3,Business or Work,1.0,0.0,0.0,0.0
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,7,7,6,Business or Work,0.3400793650793651,0.0,0.5738095238095238,0.08611111111111111
EU,,0-250 GBP,0,0,5.0,2,1,1,Holiday,0.0,0.0,1.0,0.0
Not disclosed,4-13 days,1000-5000 GBP,0,1,1.0,7,5,6,Holiday,0.1,0.0,0.05,0.85
EU,,0-250 GBP,1,0,1.0,6,5,5,Business or Work,0.936547118172505,0.06345288182749483,0.0,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,3,6,5,Holiday,0.03142857142857143,0.0,0.9685714285714286,0.0
EU,,0-250 GBP,1,0,1.0,4,4,4,Holiday,0.8413827145077146,0.0,0.15861728549228546,0.0
EU,1-3 days,0-250 GBP,0,1,5.0,5,3,2,Business or Work,0.95,0.0,0.05,0.0
EU,,0-250 GBP,1,1,1.0,5,5,5,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,4,4,5,VFF,0.025,0.0,0.4416666666666667,0.5333333333333334
EU,4-13 days,1000-5000 GBP,1,0,1.0,2,7,3,Holiday,0.2,0.2,0.6,0.0
EU,,500-1000 GBP,1,1,5.0,5,6,6,Business or Work,0.6907142857142856,0.0,0.3092857142857143,0.0
EU,,0-250 GBP,1,0,1.0,7,4,4,Business or Work,0.5591514041514041,0.0,0.31766025641025647,0.12318833943833944
EU,1-3 days,250-500 GBP,1,1,1.0,6,1,7,Holiday,0.16649170274170277,0.0,0.8335082972582974,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,3,2,Business or Work,0.9274368686868687,0.0,0.07256313131313132,0.0
EU,3-6 months,0-250 GBP,0,0,1.0,8,5,7,VFF,0.0,0.06592948717948718,0.0,0.9340705128205128
UK,4-13 days,250-500 GBP,1,1,5.0,5,1,4,VFF,0.4,0.0,0.35,0.25
EU,14-27 days,500-1000 GBP,0,0,5.0,7,5,3,Holiday,0.0,0.0,0.95,0.05
North America,14-27 days,500-1000 GBP,1,0,1.0,6,1,2,Holiday,0.015476190476190477,0.0,0.8995238095238095,0.08499999999999999
EU,4-13 days,500-1000 GBP,1,0,1.0,5,5,2,Business or Work,0.05,0.0,0.95,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,2,1,5,VFF,0.0,0.0,0.269404761904762,0.7305952380952383
North America,,250-500 GBP,1,0,1.0,6,5,5,Business or Work,0.5491071428571429,0.0,0.4508928571428571,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,5,3,Business or Work,0.8462500000000001,0.0,0.15375,0.0
Asia,4-13 days,500-1000 GBP,0,0,1.0,2,3,4,Holiday,0.1,0.0625,0.2,0.6375
EU,1-3 days,500-1000 GBP,0,0,1.0,4,2,7,Holiday,0.18240079365079365,0.0,0.4315079365079365,0.38609126984126985
EU,4-13 days,250-500 GBP,2,0,1.0,4,2,3,Holiday,0.0,0.05,0.6,0.35
UK,4-13 days,0-250 GBP,1,1,1.0,3,6,3,Business or Work,0.4,0.05,0.5,0.05
Africa,14-27 days,250-500 GBP,0,0,1.0,7,5,5,VFF,0.0,0.0,0.05,0.95
Asia,1-3 days,250-500 GBP,1,0,1.0,6,6,4,Business or Work,0.864047619047619,0.0,0.03333333333333333,0.10261904761904761
Asia,14-27 days,1000-5000 GBP,2,1,1.0,6,5,4,Holiday,0.0,0.0,0.85,0.15
North America,1-3 days,1000-5000 GBP,0,1,1.0,6,3,1,VFF,0.25,0.0,0.45,0.3
EU,4-13 days,0-250 GBP,0,1,1.0,8,2,5,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,1,1.0,8,3,5,Business or Work,0.0,0.0,0.05,0.95
EU,4-13 days,500-1000 GBP,1,1,1.0,2,7,2,Holiday,0.0,0.05,0.75,0.2
EU,4-13 days,500-1000 GBP,1,0,5.0,8,7,2,Holiday,0.0,0.0,1.0,0.0
Africa,1-3 days,0-250 GBP,1,1,1.0,4,4,2,Business or Work,0.45,0.0,0.55,0.0
Non-EU Europe,4-13 days,250-500 GBP,2,0,1.0,2,4,7,Holiday,0.0,0.05,0.575,0.375
EU,4-13 days,0-250 GBP,0,0,1.0,2,5,1,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1,0,1.0,4,5,4,Business or Work,0.8157857012268778,0.0,0.07913220766161942,0.10508209111150288
Africa,4-13 days,1000-5000 GBP,0,0,1.0,5,5,1,Holiday,0.15,0.0,0.4,0.45
EU,4-13 days,0-250 GBP,0,0,1.0,5,1,2,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,3,VFF,0.0,0.0,0.5368253968253968,0.46317460317460313
UK,4-13 days,0-250 GBP,0,0,1.0,8,2,6,VFF,0.0,0.0,0.05333333333333333,0.9466666666666665
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,1,1.0,6,2,3,Education and Other,0.05,0.0,0.5,0.45
South America,14-27 days,500-1000 GBP,0,1,1.0,6,5,7,VFF,0.05,0.0,0.1,0.85
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,5,2,Holiday,0.32196428571428576,0.0,0.6780357142857142,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,6,7,5,Holiday,0.0375,0.0,0.9625,0.0
EU,,500-1000 GBP,1,1,1.0,5,3,3,Business or Work,0.9,0.0,0.05,0.05
EU,1-3 days,more than 5000 GBP,1,1,1.0,6,1,6,Holiday,0.23002275502275502,0.0,0.7251005938505939,0.044876651126651124
EU,,0-250 GBP,1,1,1.0,5,3,3,VFF,0.9122463647463649,0.0,0.08775363525363525,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,5,6,4,VFF,0.05,0.0,0.15,0.8
North America,4-13 days,500-1000 GBP,1,0,1.0,5,5,7,Holiday,0.09791666666666667,0.0,0.7854166666666667,0.11666666666666665
EU,4-13 days,250-500 GBP,0,1,1.0,4,2,6,VFF,0.007142857142857143,0.0,0.02142857142857143,0.9714285714285715
EU,4-13 days,0-250 GBP,0,1,1.0,5,4,1,VFF,0.05,0.05,0.1,0.8
EU,1-3 days,250-500 GBP,1,1,1.0,2,1,6,Holiday,0.0,0.0,1.0,0.0
North America,1-3 days,250-500 GBP,2,1,1.0,5,2,7,Holiday,0.0,0.0,0.9,0.1
Asia,1-3 months,250-500 GBP,0,0,1.0,7,5,5,Holiday,0.0,0.0,0.0,1.0
North America,4-13 days,500-1000 GBP,1,1,1.0,7,2,6,Holiday,0.75,0.0,0.25,0.0
UK,1-3 days,0-250 GBP,1,0,1.0,6,3,1,Holiday,0.4,0.05,0.05,0.5
EU,,0-250 GBP,1,0,1.0,5,4,4,Business or Work,0.7513089606658728,0.0,0.24869103933412728,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,6,2,7,VFF,0.016666666666666666,0.0,0.18333333333333332,0.8
North America,14-27 days,1000-5000 GBP,0,0,1.0,6,1,7,VFF,0.05,0.05,0.2,0.7
Asia,1-3 months,1000-5000 GBP,0,0,1.0,2,5,6,Education and Other,0.0,0.55,0.0,0.45
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,6,7,Holiday,0.35333333333333333,0.0,0.6466666666666667,0.0
Non-EU Europe,,0-250 GBP,1,1,1.0,4,4,4,Business or Work,0.65,0.3,0.05,0.0
North America,4-13 days,1000-5000 GBP,2,0,1.0,6,6,1,VFF,0.1,0.0,0.3,0.6
EU,,0-250 GBP,0,0,5.0,4,1,1,VFF,0.33666666666666667,0.0,0.3125,0.3508333333333333
Asia,14-27 days,250-500 GBP,0,0,1.0,8,1,3,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,2,3,Holiday,0.5166666666666666,0.0,0.4833333333333333,0.0
Asia,14-27 days,500-1000 GBP,1,1,1.0,5,6,3,Holiday,0.3375,0.0,0.6625,0.0
Non-EU Europe,1-3 days,0-250 GBP,0,0,1.0,4,5,4,VFF,0.05,0.0,0.05,0.9
North America,1-3 days,1000-5000 GBP,1,1,5.0,6,3,2,Business or Work,0.05,0.05,0.9,0.0
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,8,7,1,Holiday,0.125,0.0,0.875,0.0
North America,,0-250 GBP,1,0,1.0,6,3,3,Business or Work,0.2007843137254902,0.0,0.7992156862745099,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,5,6,3,Business or Work,0.862274531024531,0.0,0.13772546897546897,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,4,2,VFF,0.0,0.025,0.05,0.925
Asia,4-13 days,0-250 GBP,0,0,1.0,5,7,1,Holiday,0.0,0.0,0.95,0.05
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,8,4,5,Holiday,0.0,0.0,0.35,0.65
EU,1-3 days,500-1000 GBP,1,1,1.0,5,3,1,Business or Work,0.05,0.0,0.5752777777777778,0.37472222222222223
Non-EU Europe,4-13 days,0-250 GBP,0,0,1.0,4,4,7,Holiday,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,2,0,1.0,2,6,3,Holiday,0.4666666666666666,0.35,0.18333333333333332,0.0
UK,1-3 days,0-250 GBP,2,0,1.0,4,1,7,VFF,0.014285714285714285,0.0,0.5392857142857143,0.44642857142857145
UK,4-13 days,500-1000 GBP,0,1,1.0,5,3,4,Business or Work,0.0,0.0,0.18,0.82
EU,4-13 days,1000-5000 GBP,1,1,1.0,6,1,5,Holiday,0.26666666666666666,0.0,0.7333333333333334,0.0
EU,1-3 days,500-1000 GBP,1,1,5.0,5,2,1,Holiday,0.6,0.025,0.375,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,2,7,Holiday,0.0,0.0,0.8877622377622376,0.11223776223776223
EU,4-13 days,500-1000 GBP,1,1,1.0,6,4,7,Business or Work,0.4208333333333333,0.0,0.5791666666666666,0.0
Asia,1-3 days,250-500 GBP,1,0,1.0,5,7,5,Holiday,0.205,0.0,0.795,0.0
Asia,4-13 days,250-500 GBP,1,1,1.0,4,5,7,Holiday,0.10861111111111113,0.0,0.891388888888889,0.0
Asia,1-3 days,250-500 GBP,1,0,1.0,7,2,1,Holiday,0.1,0.0,0.8166666666666668,0.08333333333333333
Asia,4-13 days,1000-5000 GBP,1,0,1.0,2,7,2,Holiday,0.2,0.2,0.6,0.0
EU,1-3 days,500-1000 GBP,1,1,5.0,4,2,1,Holiday,0.15,0.0,0.85,0.0
Asia,1-3 days,0-250 GBP,0,1,1.0,7,5,3,Holiday,0.15,0.0,0.1,0.75
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,7,5,7,Holiday,0.0875,0.0,0.4833333333333333,0.4291666666666666
North America,1-3 days,0-250 GBP,0,1,1.0,5,5,3,VFF,0.19666666666666668,0.0,0.25,0.5533333333333333
Asia,14-27 days,1000-5000 GBP,1,0,1.0,6,2,1,Holiday,0.03333333333333333,0.0,0.95,0.016666666666666666
EU,1-3 days,500-1000 GBP,1,1,5.0,5,1,7,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,1000-5000 GBP,0,1,1.0,6,2,1,VFF,0.0,0.0,0.3583333333333333,0.6416666666666667
Non-EU Europe,4-13 days,500-1000 GBP,1,1,1.0,4,7,3,Business or Work,0.05,0.0,0.9,0.05
EU,4-13 days,500-1000 GBP,2,0,1.0,2,3,7,Holiday,0.0,0.0,0.9722222222222221,0.02777777777777778
EU,1-3 days,0-250 GBP,0,1,1.0,2,2,1,Holiday,0.0,0.0,0.24464285714285716,0.755357142857143
Non-EU Europe,1-3 days,0-250 GBP,1,0,1.0,8,1,7,Holiday,0.0,0.0,0.548452380952381,0.4515476190476191
EU,1-3 days,0-250 GBP,1,1,1.0,6,4,3,Business or Work,0.8725259462759464,0.0,0.12747405372405374,0.0
EU,14-27 days,1000-5000 GBP,1,0,1.0,6,6,3,Business or Work,0.38571428571428573,0.0,0.5642857142857143,0.05
UK,4-13 days,500-1000 GBP,0,0,1.0,8,1,6,VFF,0.0,0.0,0.15,0.85
North America,4-13 days,250-500 GBP,2,0,1.0,7,2,5,VFF,0.65,0.0,0.2,0.15
Africa,4-13 days,1000-5000 GBP,0,0,1.0,5,1,5,Business or Work,0.05,0.0,0.25,0.7
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,2,1,1.0,2,5,1,Holiday,0.05,0.0,0.4,0.55
EU,,0-250 GBP,0,1,1.0,2,1,1,VFF,0.0,0.05,0.5675992063492064,0.38240079365079366
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,7,3,5,VFF,0.0,0.0,0.47857142857142854,0.5214285714285715
Non-EU Europe,1-3 days,250-500 GBP,2,0,1.0,4,1,7,Holiday,0.0,0.0,0.7761904761904762,0.22380952380952382
EU,1-3 days,0-250 GBP,0,0,1.0,8,1,7,VFF,0.0,0.0,0.01875,0.98125
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,5,4,6,Business or Work,0.0125,0.0,0.594047619047619,0.393452380952381
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,1,2,Business or Work,0.9,0.0,0.1,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,6,3,4,Holiday,0.2642857142857143,0.0,0.6404761904761905,0.09523809523809523
UK,1-3 days,0-250 GBP,0,1,1.0,5,4,3,VFF,0.25,0.0,0.05,0.7
Africa,4-13 days,,2,1,1.0,7,5,1,Holiday,0.05,0.15,0.5,0.3
EU,,0-250 GBP,1,0,1.0,4,6,6,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,3,3,4,VFF,0.0,0.05,0.4,0.55
North America,4-13 days,1000-5000 GBP,0,0,1.0,5,3,1,Holiday,0.1,0.0,0.21666666666666665,0.6833333333333333
EU,4-13 days,250-500 GBP,1,0,5.0,8,3,7,VFF,0.0,0.0,0.8,0.2
EU,1-3 days,250-500 GBP,0,0,1.0,7,1,6,VFF,0.0,0.0,0.36007936507936505,0.6399206349206348
UK,4-13 days,250-500 GBP,0,0,1.0,8,2,6,VFF,0.025,0.0,0.0,0.975
EU,1-3 days,0-250 GBP,1,1,1.0,4,1,7,Holiday,0.0,0.0,0.8153810772560774,0.18461892274392275
EU,4-13 days,250-500 GBP,2,0,1.0,7,1,1,Holiday,0.0,0.0,0.45,0.55
Asia,1-3 days,250-500 GBP,1,1,1.0,2,4,3,Business or Work,0.05,0.0,0.95,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,4,1,5,VFF,0.03947802197802198,0.0,0.339047619047619,0.621474358974359
EU,,500-1000 GBP,1,1,5.0,5,5,5,Business or Work,0.725,0.0,0.275,0.0
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,5,5,3,Holiday,0.6691666666666667,0.0,0.3308333333333333,0.0
EU,4-13 days,0-250 GBP,1,1,1.0,2,2,4,Holiday,0.05,0.0,0.85,0.1
North America,1-3 days,500-1000 GBP,1,1,1.0,6,5,3,Business or Work,1.0,0.0,0.0,0.0
North America,14-27 days,1000-5000 GBP,0,0,1.0,8,4,6,VFF,0.0,0.0,0.55,0.45
Africa,14-27 days,500-1000 GBP,1,0,1.0,5,7,6,Holiday,0.475,0.0,0.525,0.0
EU,4-13 days,250-500 GBP,0,1,1.0,2,2,4,VFF,0.0,0.0,0.5214285714285715,0.47857142857142854
North America,4-13 days,500-1000 GBP,1,0,1.0,5,6,1,Business or Work,0.45,0.0,0.5,0.05
