Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
EU,4-13 days,1000-5000 GBP,1,0,1.0,6,2,6,Holiday,0.0,0.08541666666666667,0.7415277777777779,0.17305555555555557
EU,4-13 days,500-1000 GBP,0,1,1.0,8,6,5,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1,0,1.0,4,2,5,VFF,0.09583333333333333,0.0,0.8541666666666667,0.05
EU,4-13 days,1000-5000 GBP,1,0,5.0,7,6,1,Holiday,0.175,0.0,0.825,0.0
EU,4-13 days,500-1000 GBP,0,0,5.0,5,6,6,VFF,0.06666666666666667,0.0625,0.55,0.3208333333333333
North America,4-13 days,500-1000 GBP,2,0,1.0,4,3,1,Holiday,0.25,0.0,0.6,0.15
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,3,6,Business or Work,0.125,0.0,0.8,0.075
EU,4-13 days,0-250 GBP,1,0,1.0,5,7,3,Holiday,0.8145833333333335,0.1,0.08541666666666667,0.0
Asia,4-13 days,500-1000 GBP,0,0,1.0,8,2,5,VFF,0.0,0.0,0.05,0.95
UK,1-3 days,1000-5000 GBP,0,0,1.0,5,1,6,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,250-500 GBP,1,1,1.0,5,7,1,Holiday,0.22000000000000003,0.0,0.78,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,5,7,5,Holiday,0.8215873015873015,0.0,0.1784126984126984,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,8,3,3,Holiday,0.0,0.0,0.0375,0.9625
North America,14-27 days,0-250 GBP,0,0,1.0,6,5,6,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,1,1.0,7,1,7,VFF,0.0,0.0,0.806904761904762,0.1930952380952381
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1,0,1.0,8,3,6,VFF,0.0,0.0,0.6,0.4
EU,4-13 days,500-1000 GBP,1,0,5.0,8,6,2,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 days,500-1000 GBP,1,0,1.0,6,4,3,Business or Work,0.8141666666666667,0.0,0.13083333333333333,0.05500000000000001
North America,4-13 days,500-1000 GBP,2,0,1.0,7,5,5,Holiday,0.0,0.0,0.55,0.45
EU,1-3 days,0-250 GBP,0,0,5.0,7,1,7,Holiday,0.4819318181818181,0.0,0.3050270562770563,0.21304112554112553
UK,4-13 days,1000-5000 GBP,1,0,1.0,5,3,3,Business or Work,0.35,0.05,0.4,0.2
EU,1-3 days,0-250 GBP,0,0,5.0,2,4,3,Holiday,0.22833333333333336,0.0,0.3925,0.3791666666666667
EU,,0-250 GBP,0,0,5.0,4,5,5,Business or Work,0.7333730158730158,0.0,0.1142857142857143,0.1523412698412698
EU,,,1,0,5.0,4,1,1,Business or Work,0.7016666666666667,0.0,0.29833333333333334,0.0
Asia,1-3 days,250-500 GBP,1,1,1.0,5,7,5,Holiday,0.06666666666666667,0.0,0.9333333333333332,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.0,0.0,0.25075765862175403,0.7492423413782461
UK,1-3 months,0-250 GBP,0,0,1.0,5,7,5,VFF,0.05,0.05,0.0,0.9
"Australia, NZ and Oceania",14-27 days,0-250 GBP,0,1,1.0,8,7,1,VFF,0.0,0.0,0.175,0.825
EU,4-13 days,0-250 GBP,1,0,1.0,4,1,5,Business or Work,0.0,0.0,1.0,0.0
North America,4-13 days,1000-5000 GBP,0,0,1.0,8,4,2,VFF,0.03333333333333333,0.0,0.25,0.7166666666666667
South America,1-3 days,500-1000 GBP,1,1,1.0,5,2,1,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,500-1000 GBP,1,0,5.0,8,2,6,VFF,0.0,0.0,0.95,0.05
EU,4-13 days,250-500 GBP,0,0,1.0,4,2,6,VFF,0.0,0.0,0.4623033910533911,0.537696608946609
EU,1-3 days,500-1000 GBP,1,0,1.0,5,5,3,Business or Work,0.855066046040353,0.0,0.1449339539596472,0.0
EU,4-13 days,500-1000 GBP,2,0,1.0,6,3,6,Holiday,0.05,0.0,0.7875,0.1625
North America,4-13 days,1000-5000 GBP,2,0,1.0,5,7,1,Holiday,0.15,0.05,0.3,0.5
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,3,7,Business or Work,0.0,0.0,0.7003571428571429,0.29964285714285716
North America,4-13 days,250-500 GBP,1,1,1.0,6,1,1,Holiday,0.14166666666666666,0.0,0.7083333333333333,0.15
UK,,250-500 GBP,1,1,1.0,6,3,3,Business or Work,0.8,0.05,0.05,0.1
EU,1-3 days,500-1000 GBP,1,1,1.0,6,5,4,Business or Work,1.0,0.0,0.0,0.0
UK,4-13 days,250-500 GBP,0,0,1.0,4,2,7,VFF,0.0,0.0,0.7,0.3
EU,1-3 days,0-250 GBP,1,1,1.0,4,2,1,Holiday,0.0,0.24083333333333332,0.7591666666666667,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,1,4,Holiday,0.05,0.0,0.95,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,6,3,6,Holiday,0.0,0.0,0.5897619047619048,0.4102380952380953
Asia,1-3 days,500-1000 GBP,1,0,1.0,4,6,4,Business or Work,1.0,0.0,0.0,0.0
Asia,1-3 days,0-250 GBP,1,0,1.0,4,2,7,VFF,0.0,0.0,0.8982142857142857,0.10178571428571428
UK,4-13 days,more than 5000 GBP,0,1,1.0,5,2,5,VFF,0.05,0.0,0.0,0.95
EU,4-13 days,500-1000 GBP,1,0,5.0,6,6,4,Holiday,0.0,0.0,0.95,0.05
EU,,0-250 GBP,1,0,1.0,5,1,1,Business or Work,0.19681984681984682,0.0,0.5432406482406481,0.2599395049395049
UK,14-27 days,1000-5000 GBP,1,0,1.0,8,7,3,Holiday,0.1,0.1,0.3,0.5
Asia,4-13 days,500-1000 GBP,1,1,1.0,5,1,1,Holiday,0.0,0.0,1.0,0.0
EU,,0-250 GBP,1,0,1.0,5,3,3,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,5,1,6,VFF,0.08067523979288686,0.11356956768721475,0.5367545852839971,0.26900060723590136
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,4,6,Holiday,0.47333333333333333,0.0,0.14333333333333334,0.38333333333333336
EU,4-13 days,250-500 GBP,0,0,1.0,2,4,1,VFF,0.0,0.0,0.6797619047619048,0.3202380952380952
UK,4-13 days,250-500 GBP,0,0,1.0,6,5,6,VFF,0.15,0.05,0.0,0.8
North America,4-13 days,1000-5000 GBP,0,0,1.0,7,6,2,VFF,0.675,0.0,0.225,0.1
EU,1-3 days,500-1000 GBP,1,0,1.0,4,2,1,Holiday,0.5583333333333333,0.0,0.4416666666666666,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,2,5,6,VFF,0.0,0.0,0.3,0.7
South America,4-13 days,more than 5000 GBP,1,1,1.0,5,6,5,Holiday,0.65,0.0,0.35,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,7,1,7,Holiday,0.0,0.0,0.18522061272061272,0.8147793872793873
Non-EU Europe,1-3 days,0-250 GBP,1,1,1.0,5,5,4,Business or Work,0.7916666666666667,0.0,0.20833333333333331,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,4,5,4,Business or Work,0.7595310245310245,0.0,0.24046897546897544,0.0
Asia,4-13 days,0-250 GBP,1,0,1.0,5,7,4,Business or Work,0.85,0.0,0.05,0.1
North America,4-13 days,250-500 GBP,0,0,1.0,5,3,6,Holiday,0.0,0.0,0.3805952380952381,0.619404761904762
EU,4-13 days,1000-5000 GBP,0,0,1.0,2,1,4,VFF,0.0,0.15,0.7083333333333334,0.14166666666666666
EU,,0-250 GBP,0,0,5.0,4,4,4,Business or Work,0.9120382395382395,0.0,0.0,0.08796176046176046
EU,14-27 days,250-500 GBP,0,0,1.0,7,7,1,VFF,0.05,0.0,0.11666666666666665,0.8333333333333333
North America,4-13 days,250-500 GBP,1,1,1.0,5,5,6,Holiday,0.0,0.0,1.0,0.0
UK,14-27 days,250-500 GBP,0,0,5.0,4,7,6,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,,500-1000 GBP,1,0,1.0,6,2,2,Holiday,0.6316666666666666,0.0,0.36833333333333335,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,7,2,6,VFF,0.0,0.0,0.95,0.05
UK,4-13 days,250-500 GBP,0,1,1.0,6,7,4,VFF,0.1,0.0,0.016666666666666666,0.8833333333333332
EU,1-3 days,250-500 GBP,0,1,1.0,6,2,7,Holiday,0.008012820512820512,0.0,0.2676282051282051,0.7243589743589743
Africa,4-13 days,0-250 GBP,0,0,1.0,6,2,4,VFF,0.0,0.0,0.15,0.85
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,7,2,Holiday,0.6432235085176261,0.0,0.3567764914823738,0.0
Non-EU Europe,1-3 days,500-1000 GBP,2,0,1.0,5,3,1,Holiday,0.05,0.0,0.8,0.15
EU,4-13 days,500-1000 GBP,1,0,1.0,5,6,3,Business or Work,1.0,0.0,0.0,0.0
North America,3-6 months,more than 5000 GBP,0,0,1.0,6,2,2,VFF,0.2,0.1,0.24,0.45999999999999996
UK,4-13 days,1000-5000 GBP,1,1,1.0,5,6,3,Business or Work,0.6375,0.0,0.1125,0.25
Asia,4-13 days,250-500 GBP,1,1,1.0,4,5,2,Holiday,0.05,0.0,0.95,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,3,7,1,Business or Work,0.016666666666666666,0.1,0.8333333333333334,0.05
EU,,500-1000 GBP,1,1,1.0,6,3,3,Business or Work,0.7933333333333332,0.0,0.20666666666666664,0.0
EU,4-13 days,0-250 GBP,2,1,1.0,5,7,4,Holiday,0.15,0.0,0.75,0.1
Non-EU Europe,4-13 days,500-1000 GBP,0,0,1.0,6,3,6,Holiday,0.0,0.0,0.9,0.1
EU,4-13 days,more than 5000 GBP,2,1,1.0,7,1,7,Holiday,0.1,0.1,0.475,0.325
UK,4-13 days,0-250 GBP,0,0,1.0,8,1,4,VFF,0.0,0.0,0.1,0.9
Asia,4-13 days,1000-5000 GBP,0,0,1.0,6,5,2,VFF,0.2125,0.0,0.1625,0.625
EU,4-13 days,500-1000 GBP,1,1,1.0,2,5,6,Holiday,0.25,0.1,0.65,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,6,3,6,VFF,0.0125,0.0,0.0,0.9875
UK,4-13 days,500-1000 GBP,0,0,1.0,6,1,4,VFF,0.1,0.0,0.05,0.85
EU,1-3 days,250-500 GBP,2,0,1.0,6,4,3,Business or Work,0.5285714285714286,0.0,0.32142857142857145,0.15
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,1,2,VFF,0.8099999999999999,0.0,0.19,0.0
EU,1-3 months,250-500 GBP,0,0,1.0,7,2,6,VFF,0.0,0.0,0.08269230769230769,0.9173076923076924
EU,4-13 days,1000-5000 GBP,0,1,5.0,5,2,2,VFF,0.0,0.0,0.85,0.15
EU,4-13 days,0-250 GBP,0,0,1.0,6,5,1,VFF,0.05,0.0,0.05,0.9
UK,1-3 days,,0,0,5.0,4,5,4,VFF,0.05,0.05,0.05,0.85
EU,1-3 days,250-500 GBP,0,0,5.0,3,6,4,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 months,1000-5000 GBP,0,0,1.0,7,4,5,VFF,0.0,0.0,0.175,0.825
EU,4-13 days,250-500 GBP,0,0,1.0,8,2,4,VFF,0.0,0.0,0.30272727272727273,0.6972727272727273
EU,1-3 days,500-1000 GBP,2,1,1.0,6,5,3,Holiday,0.2357142857142857,0.05,0.7142857142857142,0.0
UK,1-3 months,500-1000 GBP,0,0,5.0,8,4,5,VFF,0.05,0.0,0.2,0.75
Asia,,,0,0,5.0,7,5,5,Business or Work,0.35,0.0,0.65,0.0
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,4,1,Business or Work,0.37583333333333335,0.0,0.6241666666666668,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,2,1,Holiday,0.05,0.0,0.95,0.0
EU,,0-250 GBP,1,0,1.0,6,5,5,Business or Work,0.8292691850865689,0.03897174323992563,0.030548016954210666,0.10121105471929495
Asia,4-13 days,250-500 GBP,0,0,1.0,7,1,5,VFF,0.05,0.0,0.15492063492063493,0.795079365079365
Non-EU Europe,1-3 days,0-250 GBP,0,0,5.0,6,3,1,Business or Work,0.7986700799200799,0.0,0.05833333333333333,0.14299658674658675
North America,14-27 days,1000-5000 GBP,2,1,1.0,4,4,4,Holiday,0.175,0.1,0.6,0.125
Asia,1-3 months,1000-5000 GBP,1,0,1.0,6,7,1,Business or Work,0.05,0.0,0.675,0.275
EU,4-13 days,0-250 GBP,0,0,1.0,8,2,5,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,1,0,1.0,5,1,7,Holiday,0.2306610056610056,0.0,0.6395754245754245,0.12976356976356979
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,4,Holiday,0.0,0.0,0.15523809523809523,0.8447619047619049
Asia,1-3 months,500-1000 GBP,0,1,1.0,6,7,4,VFF,0.05,0.0,0.1,0.85
EU,4-13 days,250-500 GBP,0,0,1.0,5,1,5,VFF,0.11280483405483406,0.0,0.1949224386724387,0.6922727272727272
Asia,4-13 days,500-1000 GBP,0,0,1.0,4,2,3,VFF,0.0,0.02,0.06999999999999999,0.9099999999999999
UK,4-13 days,250-500 GBP,0,0,1.0,7,5,7,Business or Work,0.0,0.25,0.2,0.55
Asia,4-13 days,1000-5000 GBP,0,0,1.0,4,7,6,Holiday,0.0,0.0,0.4895833333333332,0.5104166666666667
North America,4-13 days,0-250 GBP,0,1,1.0,5,2,5,Business or Work,0.0,0.0,0.3476190476190476,0.6523809523809525
EU,1-3 days,250-500 GBP,0,1,1.0,5,3,2,VFF,0.0,0.0,0.2583333333333333,0.7416666666666667
Africa,4-13 days,250-500 GBP,1,1,1.0,7,4,1,Holiday,0.1375,0.05,0.5916666666666667,0.22083333333333335
EU,1-3 days,250-500 GBP,0,0,1.0,7,1,7,Holiday,0.0,0.0,0.6691666666666667,0.33083333333333337
EU,4-13 days,0-250 GBP,0,1,1.0,7,1,2,VFF,0.5,0.0,0.15,0.35
South America,14-27 days,250-500 GBP,0,0,1.0,8,4,4,VFF,0.0,0.0,0.11000000000000001,0.89
UK,1-3 days,250-500 GBP,0,0,1.0,7,2,1,Business or Work,0.05833333333333333,0.0,0.35,0.5916666666666666
EU,1-3 days,250-500 GBP,1,1,1.0,6,4,2,Business or Work,0.0,0.0,1.0,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,4,6,3,VFF,0.0,0.0,0.2883333333333334,0.7116666666666667
EU,4-13 days,250-500 GBP,0,0,1.0,2,2,6,Holiday,0.0,0.0,0.6862874625374625,0.3137125374625374
North America,14-27 days,500-1000 GBP,0,0,1.0,8,1,4,Holiday,0.0,0.0,0.2,0.8
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,1,1.0,8,2,6,Holiday,0.05,0.0,0.016666666666666666,0.9333333333333333
EU,1-3 days,0-250 GBP,0,0,1.0,8,6,5,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,0-250 GBP,2,1,1.0,5,6,2,Holiday,0.35,0.0,0.6,0.05
UK,4-13 days,1000-5000 GBP,2,1,1.0,4,3,7,VFF,0.3,0.0,0.3,0.4
"Australia, NZ and Oceania",4-13 days,0-250 GBP,0,0,5.0,8,1,3,VFF,0.0,0.0,0.21666666666666665,0.7833333333333333
EU,4-13 days,1000-5000 GBP,0,0,1.0,6,1,4,VFF,0.5083333333333334,0.0,0.4916666666666666,0.0
UK,14-27 days,250-500 GBP,0,0,5.0,6,4,3,VFF,0.05,0.0,0.35,0.6
Asia,14-27 days,500-1000 GBP,0,0,1.0,6,5,2,VFF,0.05,0.0,0.1,0.85
EU,4-13 days,250-500 GBP,2,1,1.0,6,6,2,Holiday,0.05,0.0,0.9,0.05
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.014084588089124769,0.01163139754605529,0.21053216991039267,0.7637518444544271
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,6,4,7,Business or Work,0.225,0.0,0.775,0.0
Asia,1-3 days,500-1000 GBP,1,0,1.0,5,4,2,Business or Work,0.9024999999999999,0.0875,0.01,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,5,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1,1,1.0,5,2,6,Holiday,0.09909423909423909,0.0,0.7983413114663115,0.10256444943944945
EU,4-13 days,250-500 GBP,0,0,1.0,6,1,2,VFF,0.05,0.0225,0.1125,0.8150000000000001
EU,1-3 days,1000-5000 GBP,1,0,1.0,4,4,3,Business or Work,0.8817813765182188,0.0,0.06821862348178138,0.05
EU,1-3 days,0-250 GBP,0,1,5.0,2,1,7,Holiday,0.0,0.0,0.2757936507936508,0.7242063492063492
EU,,0-250 GBP,0,0,5.0,4,5,5,Business or Work,0.7333730158730158,0.0,0.1142857142857143,0.1523412698412698
EU,1-3 days,0-250 GBP,0,1,5.0,2,2,1,Holiday,0.016666666666666666,0.0,0.2833333333333333,0.7
South America,14-27 days,1000-5000 GBP,1,1,1.0,6,1,7,Holiday,0.125,0.0,0.85,0.025
EU,1-3 days,250-500 GBP,1,1,5.0,6,4,2,Holiday,0.1,0.0,0.9,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,1,7,VFF,0.0,0.0,0.6,0.4
EU,4-13 days,250-500 GBP,2,0,1.0,6,2,6,VFF,0.0,0.0125,0.55625,0.43125
EU,1-3 days,500-1000 GBP,1,1,1.0,6,6,4,Business or Work,0.35583333333333333,0.0,0.38416666666666666,0.25999999999999995
EU,4-13 days,250-500 GBP,1,0,1.0,5,2,3,VFF,0.05,0.0,0.95,0.0
EU,1-3 days,,0,0,5.0,7,1,7,Business or Work,0.9375,0.0,0.05,0.0125
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,6,1,6,VFF,0.65,0.0,0.275,0.075
EU,4-13 days,500-1000 GBP,0,1,1.0,6,5,6,Education and Other,0.0,0.0,0.3,0.7
EU,4-13 days,500-1000 GBP,0,0,1.0,5,3,3,VFF,0.11666666666666667,0.0,0.3,0.5833333333333333
EU,,250-500 GBP,1,1,1.0,5,5,5,Business or Work,0.8245100732600733,0.0,0.08214701964701963,0.09334290709290707
EU,6-12 months,more than 5000 GBP,0,0,1.0,2,5,4,Education and Other,0.1,0.9,0.0,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,8,3,6,VFF,0.0,0.0,0.05,0.95
EU,1-3 days,250-500 GBP,1,0,1.0,7,1,7,Holiday,0.0,0.0,0.5913293650793652,0.40867063492063493
UK,14-27 days,0-250 GBP,0,0,1.0,7,4,5,VFF,0.0,0.0,0.0,1.0
EU,,0-250 GBP,1,0,1.0,5,1,1,VFF,0.19681984681984682,0.0,0.5432406482406481,0.2599395049395049
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,6,5,4,VFF,0.05,0.0,0.1,0.85
EU,14-27 days,1000-5000 GBP,0,0,1.0,2,3,2,Education and Other,0.1,0.3,0.05,0.55
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,5,6,VFF,0.016666666666666666,0.285,0.3158333333333333,0.3825
EU,4-13 days,0-250 GBP,0,0,1.0,2,6,3,Business or Work,0.0,0.0,0.3923611111111111,0.607638888888889
Asia,4-13 days,500-1000 GBP,0,1,1.0,2,5,3,Holiday,0.0,0.0,0.15,0.85
UK,4-13 days,500-1000 GBP,1,0,1.0,6,3,7,Holiday,0.08333333333333333,0.0,0.6,0.31666666666666665
EU,1-3 days,0-250 GBP,1,0,5.0,5,5,4,Holiday,0.6375,0.0,0.36249999999999993,0.0
UK,4-13 days,500-1000 GBP,0,0,1.0,4,5,6,VFF,0.0,0.0,0.15,0.85
North America,4-13 days,250-500 GBP,1,1,1.0,6,1,2,Business or Work,0.0038461538461538464,0.0,0.5894871794871795,0.4066666666666666
North America,4-13 days,1000-5000 GBP,1,0,1.0,8,4,4,VFF,0.05833333333333333,0.125,0.8166666666666668,0.0
Africa,4-13 days,500-1000 GBP,0,0,1.0,6,1,7,VFF,0.05,0.1,0.3,0.55
North America,4-13 days,500-1000 GBP,0,1,5.0,4,7,2,Holiday,0.05,0.3,0.5,0.15
UK,14-27 days,1000-5000 GBP,0,0,1.0,7,1,2,VFF,0.0,0.05,0.05,0.9
EU,,,0,0,5.0,6,4,4,Business or Work,1.0,0.0,0.0,0.0
South America,1-3 days,500-1000 GBP,0,0,1.0,7,1,6,VFF,0.0,0.008333333333333333,0.8,0.19166666666666668
North America,4-13 days,500-1000 GBP,1,1,1.0,5,4,7,Holiday,0.03333333333333333,0.0,0.9166666666666667,0.05
North America,1-3 days,0-250 GBP,1,0,5.0,6,2,7,Holiday,0.0,0.14166666666666666,0.8583333333333332,0.0
EU,1-3 months,250-500 GBP,0,0,5.0,8,6,4,VFF,0.0,0.0,0.45,0.55
EU,1-3 days,250-500 GBP,1,0,1.0,5,4,2,Business or Work,0.8801190476190477,0.0,0.11988095238095238,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,2,3,Holiday,0.225,0.0,0.75,0.025
North America,4-13 days,250-500 GBP,0,0,1.0,8,3,1,Holiday,0.05,0.0,0.45,0.5
Asia,1-3 days,0-250 GBP,1,1,5.0,4,3,2,Holiday,0.5466666666666666,0.05,0.4033333333333333,0.0
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,2,3,VFF,0.0,0.0,0.75,0.25
Non-EU Europe,1-3 days,0-250 GBP,1,0,1.0,5,5,4,Business or Work,0.85,0.0,0.05,0.1
EU,4-13 days,250-500 GBP,1,1,1.0,7,2,6,Holiday,0.0,0.0,0.8403968253968255,0.1596031746031746
North America,1-3 months,500-1000 GBP,0,0,1.0,2,4,5,VFF,0.0,0.3,0.11666666666666667,0.5833333333333333
EU,1-3 days,0-250 GBP,1,0,1.0,5,7,6,Business or Work,0.23666666666666666,0.01,0.6666666666666666,0.08666666666666666
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,6,6,VFF,0.0,0.0,0.01,0.99
EU,,0-250 GBP,1,0,1.0,5,3,3,Business or Work,1.0,0.0,0.0,0.0
North America,14-27 days,1000-5000 GBP,2,1,1.0,7,6,6,Holiday,0.2,0.0,0.65,0.15
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,7,VFF,0.0,0.0,0.2663690476190476,0.7336309523809523
EU,4-13 days,500-1000 GBP,1,0,1.0,7,1,1,Holiday,0.05,0.0,0.95,0.0
EU,,0-250 GBP,1,0,1.0,2,3,3,Business or Work,0.1025,0.0225,0.775,0.1
EU,4-13 days,0-250 GBP,1,1,1.0,4,3,6,Holiday,0.0,0.0,0.5,0.5
EU,4-13 days,0-250 GBP,0,1,5.0,3,3,5,Holiday,0.0,0.0,0.35,0.65
Asia,1-3 months,250-500 GBP,0,0,1.0,7,1,4,VFF,0.0,0.0,0.1,0.9
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,3,Business or Work,0.35666666666666674,0.0,0.6433333333333333,0.0
North America,1-3 days,0-250 GBP,1,1,1.0,7,2,7,VFF,0.1,0.0,0.9,0.0
EU,,0-250 GBP,0,1,1.0,7,3,3,Holiday,0.2,0.0,0.1,0.7
EU,4-13 days,250-500 GBP,0,0,1.0,7,7,1,VFF,0.05,0.0,0.15416666666666667,0.7958333333333333
UK,4-13 days,250-500 GBP,0,0,1.0,5,2,6,Holiday,0.0,0.0,0.2875,0.7125
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,6,3,Business or Work,0.5691666666666666,0.0,0.43083333333333335,0.0
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,6,2,3,Business or Work,0.3,0.05,0.2,0.45
EU,4-13 days,0-250 GBP,0,0,1.0,2,4,1,VFF,0.0,0.0,0.0,1.0
UK,1-3 days,250-500 GBP,1,0,1.0,6,1,6,Business or Work,0.0,0.0,0.3875,0.6125
EU,1-3 days,0-250 GBP,1,0,1.0,4,1,7,Holiday,0.15003702996350055,0.0,0.6666919722434427,0.1832709977930566
EU,1-3 days,0-250 GBP,1,1,1.0,4,1,7,Holiday,0.0,0.0,0.8112867835947867,0.1887132164052133
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,4,3,5,Holiday,0.35,0.0,0.6,0.05
EU,4-13 days,500-1000 GBP,0,0,1.0,6,1,3,Holiday,0.0,0.0,0.32916666666666666,0.6708333333333333
EU,,0-250 GBP,1,1,1.0,5,6,6,Business or Work,1.0,0.0,0.0,0.0
"Australia, NZ and Oceania",4-13 days,more than 5000 GBP,1,0,1.0,8,3,2,VFF,0.25,0.0,0.6,0.15
EU,4-13 days,500-1000 GBP,0,0,1.0,4,3,6,Holiday,0.0,0.0,0.8163095238095238,0.1836904761904762
North America,4-13 days,1000-5000 GBP,0,0,1.0,2,2,4,Holiday,0.0,0.15,0.5,0.35
Asia,3-6 months,0-250 GBP,0,0,1.0,5,2,1,Education and Other,0.1,0.05,0.125,0.725
EU,4-13 days,250-500 GBP,0,0,1.0,4,5,6,VFF,0.0,0.0,0.3616666666666667,0.6383333333333333
EU,1-3 days,1000-5000 GBP,1,1,1.0,6,4,2,Holiday,0.8333333333333333,0.0,0.16666666666666669,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,6,2,7,Holiday,0.0,0.0,1.0,0.0
North America,1-3 days,250-500 GBP,1,1,5.0,4,2,7,Holiday,0.11666666666666665,0.0,0.7333333333333333,0.15
Asia,1-3 months,1000-5000 GBP,1,0,1.0,5,3,7,Holiday,0.1625,0.05,0.6025,0.185
EU,1-3 days,,0,0,5.0,7,4,3,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,0,1,1.0,4,1,1,Business or Work,0.4375,0.0,0.1625,0.4
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,3,Business or Work,0.35666666666666674,0.0,0.6433333333333333,0.0
EU,4-13 days,0-250 GBP,0,0,5.0,5,7,4,VFF,0.5605555555555556,0.0,0.0,0.4394444444444444
North America,14-27 days,1000-5000 GBP,1,1,1.0,5,1,2,Holiday,0.12625,0.1,0.7737499999999999,0.0
UK,4-13 days,250-500 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.35,0.65
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,7,4,Business or Work,0.8,0.0,0.2,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,1,3,Business or Work,0.4583333333333333,0.0,0.5416666666666667,0.0
EU,,0-250 GBP,1,0,1.0,4,6,6,Business or Work,0.9345216384922266,0.06547836150777327,0.0,0.0
Africa,1-3 days,0-250 GBP,0,0,5.0,4,5,4,VFF,0.6,0.05,0.3,0.05
EU,1-3 days,250-500 GBP,0,0,5.0,3,6,4,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,6,5,6,VFF,0.0,0.0,0.18333333333333332,0.8166666666666668
South America,4-13 days,500-1000 GBP,1,1,1.0,5,3,5,Holiday,0.1,0.0,0.85,0.05
Asia,4-13 days,250-500 GBP,1,0,1.0,5,4,5,Business or Work,0.0,0.1,0.85,0.05
North America,4-13 days,1000-5000 GBP,1,1,1.0,2,7,4,Holiday,0.13333333333333333,0.2,0.4166666666666667,0.25
EU,4-13 days,500-1000 GBP,2,1,5.0,2,7,1,Holiday,0.0,0.0,0.8,0.2
North America,4-13 days,500-1000 GBP,1,1,1.0,7,6,3,Business or Work,0.16666666666666669,0.0,0.7833333333333332,0.05
